date,massif,secteur,orientation,lat_depart,long_depart,pente_max,avg_lat,avg_long,avg_alt,activity
04 mai 2012 ,Lauzière - Cheval Noir,Maurienne ,N,45.5387,06.3727,40,,,,"RAS, quelques coulées observées  mais datant de plusieurs jours "
04 mai 2012 ,Préalpes de Digne,Ubaye ,N,44.33987,6.51412,35,,,,Aucune
04 mai 2012 ,Ecrins,"Haute Durance, Briançonnais ",N,44.91645,6.417239,50,,,,"ras, ça n'a pas même coulé dans le couloir."
04 mai 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,40,,,,RAS
04 mai 2012 ,Belledonne,Grésivaudan ,E,45.14037,5.88762,45,,,,Quelques coulées parties en toutes orientations notament dans le plus raide
04 mai 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",SW,44.8597,6.5981,33,,,,RAS
03 mai 2012 ,Vanoise,Tarentaise ,NW,45.3682,06.5846,30,,,,"Beaucoup de coulées superficielles, mais assez larges, notamment sur les pentes raides de part et d'autre de l'itinéraire. Rien sur la partie qu'on skie, si ce n'est une mini coulée de neige lourde qu'on a déclenchée tout en bas."
03 mai 2012 ,Mont-Perdu - Gavarnie - Bigorre,,T,42.90722,0.16498,25,,,,Aucune pendant la rando mais pas mal de coulées rencontrées et notamment dans la montée à la brèche
03 mai 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,"RAS mais ressaut avant la croupe bien au chaud! ensuite caillouteux sur 200m puis bonne neige légère jusqu'à la pente sommitale qu'on fait à pied en 10mn. Descente: neige légère jusqu'à la combe puis neige de printemps. Remontée hot sur la Croix, sortez la crème solaire; Descente par Olympique homme neige de printemps à demi-soupe jusqu'en bas."
29 avril 2012 ,Mercantour - Alpes Maritimes Italiennes,Haut-Var ,SE,44.24483,6.757117,35,,,,RAS si on part très tôt car la neige se transforme très tôt. L'idéal pour descendre ce situe à 9-10h. Bon regel à partir de 2200m
02 mai 2012 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,,,,,ras....................................................................................................................................................................................;
01 mai 2012 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,E,44.09194,7.35611,45,44.107028087210736,7.37349491565932,2163.7,rien de récent 
01 mai 2012 ,Belledonne,Maurienne ,S,45.28305,6.21008,35,,,,aucune. pentes purgées. La neige porte très bien ( Quand il y en a) à la montée ds le vallon du Tepey
01 mai 2012 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,NE,44.35662,6.686725,35,,,,Vieilles coulées liées au foehn des derniers jours. RAS ce jour
01 mai 2012 ,Chartreuse,Chartreuse ,T,45.33112,5.84682,35,45.3172716754386,5.839668701754388,1371.2713450292401,RAS dans la face Nord tout est tombé 
01 mai 2012 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,35,,,,"RAS ce jour sur l'itinéraire, des coulées de neige lourde sur les versants raides ensoleillés"
01 mai 2012 ,Massif Central,,N,45.54196,2.816587,35,,,,"RAS, c'est gras en surface.                                                                                                             "
01 mai 2012 ,Belledonne,Grésivaudan ,NW,45.3936,6.1279,,,,,rien du tout.
01 mai 2012 ,Bornes - Aravis,Borne-Fier ,NW,45.91073,6.467213,35,,,,"Plus rien ne bouge en ce moment sur la combe. Pas mal de traces de coulées de purge sur les deux rives de la combe datant des journées de ""canicule"". La petite chute de neige de la nuit est trop ""mince"" pour constituer un risque véritable d'avalanche (enfin, à mon avis !)"
01 mai 2012 ,Belledonne,Grésivaudan ,T,45.14037,5.88762,,45.127787799171855,5.911200683229815,2078.1424507329207,RAS
01 mai 2012 ,Mont-Perdu - Gavarnie - Bigorre,,N,42.90722,0.16498,30,,,,"Aucune durant la course, mais d'importantes coulées ont été obervées"
01 mai 2012 ,Lauzière - Cheval Noir,Tarentaise ,SE,45.47123,6.41270,,,,,ras car bon regel
01 mai 2012 ,Ecrins,Champsaur ,S,44.6970,06.3225,,,,,"RAS. je pensais que le vent aurait plus travaillé la neige. Finalement, beaucoup de neige type neige roulée avec peu de cohésion de bonne heure puis prenantr de la cohésion par humidification au fil de la journée. mis à part une petite coulée déclenchée face E raide au soleil liée au réchauffement, rien de suspect. manteau bien stable"
01 mai 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",NW,44.84199,6.659736,35,,,,"rien depuis les gros départs de plaques de ces derniers jours, quelques coulées de surface non significatives"
01 mai 2012 ,Cerdagne - Capcir - Conflent,,NW,42.39527,2.075833,30,,,,RAS
01 mai 2012 ,Beaufortain,Vallée de l'Arve ,NW,45.8641,6.6881,35,,,,"rien à signaler, néanmoins, en dessous de cette neige fraiche, un manteau bien humide , pas très rassurant ."
30 avril 2012 ,Mont Blanc,Vallée de l'Arve ,T,45.9784,6.9266,50,,,,RAS de visu 
28 avril 2012 ,Alpes Grées S,Maurienne ,T,45.3738,07.0528,45,,,,RAS sur ce parcours
30 avril 2012 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,35,45.249869843599974,6.051491963400001,2040.8326352573959,ras
30 avril 2012 ,Belledonne,Grésivaudan ,W,45.2505,5.9930,40,,,,"De très nombreuses purges en contrebas de toutes les pentes raides datant des jours précédents, manteau désormais bien stable dans les orientations Ouest"
30 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",SW,44.87007,6.72585,30,,,,Rien vu à cause du temps mais des coulées dans les couloirs Est (vieilles)du petit Rochebrune
29 avril 2012 ,Ecrins,Oisans ,E,44.93258,6.29254,30,,,,"RAS le matin mais la chaleur de l'après midi ramollit considérablement la neige, donc ça purge. Volumes parfois importants."
28 avril 2012 ,Ecrins,Oisans ,S,44.93258,6.29254,35,,,,"RAS le matin, par contre pas mal de purge sur tous les versants (Replat, Casse Déserte) l'après midi avec des gros volumes de neige."
30 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",SE,44.84199,6.659736,40,,,,RAS
28 avril 2012 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,N,46.0048,06.6903,30,,,,néant
30 avril 2012 ,Belledonne,Grésivaudan ,NE,45.265061,6.01509,30,,,,Ras il y a eu des reptations mais vu le regel pas de problème
29 avril 2012 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,30,,,,"coulées dans toutes les pentes, quelque soit l'orientation. Le bas de la combe est déjà bien purgé. Les 200 derniers mètres étaient encore en neige dure. Méfiance sur les pentes sous le sommet qui restent bien chargées. Depuis le collet sous le sommet de Tête Pelouse, vue sur le sommet de la Combe de Bella Cha bien exposé sous une pente en reptation qui ne va pas tarder à couler si la chaleur persiste dans les prochains jours. "
29 avril 2012 ,Vanoise,Maurienne ,T,45.2332,06.7421,35,,,,purges toutes orientations
27 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",N,44.85518,6.72729,20,,,,RAS
26 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",N,44.87161,6.63297,,,,,RAS
29 avril 2012 ,Ecrins,"Haute Durance, Briançonnais ",E,44.91645,6.417239,45,,,,RAS
29 avril 2012 ,Vercors,Vercors ,W,45.1071,05.6038,30,45.09813330927834,5.606122886597939,1485.884536082475,"RAS , il faut dire qu'il n' y a plus rien ! "
29 avril 2012 ,Bornes - Aravis,Borne-Fier ,NW,45.90293,006.4261,30,,,,"R.AS, tout est resté en place, rien vu partir, meme avec l'arrivée du soleil. Néanmoins, pas mal de signe de faiblesse du manteau, aux alentours"
29 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,RAS hormis de vieilles purges des jours précédents
29 avril 2012 ,Chartreuse,Chartreuse ,W,45.2890,5.7664,30,45.28643799865561,5.778759944152887,1639.8253968253969,RAS
28 avril 2012 ,Belledonne,Grésivaudan ,NW,45.2505,5.9930,40,45.23897359406628,6.009816179930189,1855.2523238108195,Ras ce jour mais piège des couloirs antérieure
28 avril 2012 ,Mont Blanc,Vallée de l'Arve ,SE,45.81234,6.73045,35,,,,aucune
28 avril 2012 ,Belledonne,Grésivaudan ,NW,45.1870,5.8994,50,,,,"à partir de midi sous 2200 m c'est pourri sur plusieurs dizaine de cm, et plusieurs purges récente dans toute les orientations "
27 avril 2012 ,Ubaye - Parpaillon - Alpes Cozie S,Val Maira ,N,44.43527,7.056516,35,,,,néant sur le parcours aux faibles pentes.
28 avril 2012 ,Grandes Rousses - Arves,Maurienne ,SW,45.1854,06.3160,35,,,,RAS. Des purges importantes ont eu lieu en versant W et SW les jours précédents (beaucoup de grosses boules glacées en bas des couloirs et sur les cônes).
28 avril 2012 ,Belledonne,Grésivaudan ,S,45.24319,5.979609,35,45.23046504979177,6.005051057913233,1561.3260869565217,de nombreuses purges anciennes de fonte. Rien observé lors de cette matinée
28 avril 2012 ,Bornes - Aravis,Borne-Fier ,NW,45.90293,006.4261,30,,,,"RAS sur l'itinéraire, mais de grosses coulées ont eu lieu dans Borderan, la Combe à Marion. Deux skieurs rencontrés au sommet ont aussi eu un coup de chaud dans la montée côté Fernuy en voyant partir une bonne coulée qui a recouvert la trace de montée."
28 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",SW,44.87007,6.72585,30,,,,RAS ce matin
27 avril 2012 ,Valais W - Alpes Pennines W,Valais Central ,E,45.89956,7.204713,35,45.89347143243241,7.169275695945948,2361.6395122657036,néant
26 avril 2012 ,Cerdagne - Capcir - Conflent,,T,42.44129,02.08019,25,,,,RAS
26 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",N,44.85518,6.72729,45,,,,RAS
26 avril 2012 ,Chartreuse,Chartreuse ,W,45.2890,5.7664,30,45.28643799865561,5.778759944152887,1639.8253968253969,Rien vu.
26 avril 2012 ,Queyras - Alpes Cozie N,Queyras ,T,44.71893,6.90379,35,,,,Rien sur ce versant pauvre en neige. Les faces N sont bien chargées. Et le vent d'W souffle sur les crêtes.
25 avril 2012 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",W,45.01942,6.606645,30,,,,RAS les 23 et 24 - petites coulées en rive D de la Clarée dans l'après-midi du 25
25 avril 2012 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,NE,46.00680,006.6949,30,,,,Aucune pour l'instant mais le redoux annoncé devrait provoquer de belles purges...
25 avril 2012 ,Belledonne,Grésivaudan ,W,45.32596,6.047029,,,,,"Rien au GR mais vu le vent, ça doit plaquer méchamment!"
25 avril 2012 ,Bornes - Aravis,Borne-Fier ,NW,45.8790,06.4511,35,,,,RAS 
25 avril 2012 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,T,44.18351,7.162377,45,,,,"anciennes plaques déclenchées par les pisteurs d'Isola. Quelques boules dans les versants chauds. Plaques et transports de neige évidents (accu. de 40-60 par endroits) en différentes orientations (ouest, sud)."
25 avril 2012 ,Queyras - Alpes Cozie N,Queyras ,NW,44.77,6.95,35,,,,RAS
25 avril 2012 ,Chablais - Faucigny,,NW,,,40,,,,"ras, mais face nord pas en bonne condition, trop de risque pour le plaque du vent"
23 avril 2012 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",SE,44.9400,06.5887,37,,,,  RAS
24 avril 2012 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,N,44.35613,6.698870,30,,,,"RAS en forêt, mais les quelques virages en pente ""raide"" ne m'ont pas incité à aller voir plus haut!"
24 avril 2012 ,Ecrins,Champsaur ,N,44.6227,06.2279,40,,,,rien a ces altitudes mais plus haut ca doit etre quand meme super instable vu les cumuls importants....
22 avril 2012 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,W,44.18351,7.162377,35,,,,néant
23 avril 2012 ,Bornes - Aravis,Faucigny ,N,46.0296,06.5727,30,46.010843630901284,6.5784333948497835,1849.6884120171667,RAS
23 avril 2012 ,Vercors,Vercors ,W,45.0559,05.5680,35,,,,"RAS, que des traces de vielles coulées bien recouvertes par les récentes chutes de neige."
23 avril 2012 ,Préalpes de Digne,,T,44.31917,6.4225,35,,,,RAS
22 avril 2012 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,T,44.11996,7.27398,35,,,,"Quelques coulées assez anciennes (probablement au moins une semaine). Rien vu de récent, malgré le vent assez fort."
22 avril 2012 ,Ubaye - Parpaillon - Alpes Cozie S,,T,44.42186,6.898469,40,,,,ras
21 avril 2012 ,Chartreuse,Grésivaudan ,W,45.29762,5.84279,30,45.3052648852459,5.838147819672132,1448.3852459016396,"RAS mais neige très humide (normal à cette heure tardive), donc choix d'une montée à Pravouta par la piste et au Charvet montée/descente par la croupe NE du Charvet, en forêt."
22 avril 2012 ,Cerdagne - Capcir - Conflent,,S,42.46938,2.08191,30,,,,Aucune
22 avril 2012 ,Belledonne,Grésivaudan ,W,45.4279,6.1658,,45.42178291683715,6.167143949556921,1611.2725662576652,néant
22 avril 2012 ,Massif Central,,N,,,30,,,,RAS...........................
22 avril 2012 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,SW,44.07392,7.400557,35,,,,"RAS, mais vu les conditions climatiques, il risque d'y avoir des plaques à vent"
22 avril 2012 ,Chablais - Faucigny,Chablais ,T,46.29086,6.799670,25,,,,ras
22 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,ras
22 avril 2012 ,Belledonne,Grésivaudan ,NW,45.14037,5.88762,40,,,,RAS. Se mefier plaques de 10cm d'épais selon l'endroit
22 avril 2012 ,Grand Paradis,Val d'Aoste ,W,45.5247,7.2004,35,45.51545643145526,7.226753943029607,2454.3625,néant 
22 avril 2012 ,Beaufortain,Vallée de l'Arve ,E,45.7921,06.7157,30,,,,"rien a signaler, néanmoins, on sentait bien, la neige se tasser sous nos spatules, à la montée ."
22 avril 2012 ,Chartreuse,Chartreuse ,E,45.30942,5.768852,30,45.31230098191933,5.7580955931014906,1548.1341463414635,rien vu
22 avril 2012 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,35,,,,nada
22 avril 2012 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,30,45.92608701103307,6.512103483450346,1927.0700100300892,"1 purge dans le bas de paccaly sinon ras , mais 5 ou 6 déclenchements dans balme et 2 sans déclenchements ( mais ou ?)"
22 avril 2012 ,Chartreuse,Chartreuse ,N,45.39988,5.79938,30,45.3929941023668,5.805901933064581,1468.344827586207,RAS
22 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,ras
22 avril 2012 ,Chartreuse,Chartreuse ,N,45.35778,5.74426,30,,,,RAS. De la neige de grésil vers 1600m
21 avril 2012 ,Belledonne,Grésivaudan ,S,45.24319,5.979609,35,45.23046504979177,6.005051057913233,1561.3260869565217,RAS........................................................
21 avril 2012 ,Massif Central,,N,45.42529,4.617635,20,,,,RAS                                                   
21 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",SW,44.87007,6.72585,,,,,RAS
21 avril 2012 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,NE,44.53166,6.70144,30,,,,RAS
21 avril 2012 ,Andorre - Ariège,,T,42.58333,1.66417,35,,,,RAS 
21 avril 2012 ,Belledonne,Maurienne ,E,45.31620,6.25053,,,,,"les pentes sont chargées. De grosses accus sous le col, mais rien ne bouge"
21 avril 2012 ,Belledonne,Grésivaudan ,NW,45.23947,5.95131,30,,,,"rien ne bouge, même si c'est légèrement soufflé par endroits"
21 avril 2012 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,40,45.16994238723128,5.9110239393647745,1597.8564966313768,Couttet RAS mais accumulations sous neige croûtée appelant à la réflexion sous le sommet en W. Corniches en E-NE
21 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,35,45.13063327022211,5.905430434796212,1958.8375,"RAS, ça semble plutôt stable malgré les quantités récentes par endroits."
21 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,35,45.13063327022211,5.905430434796212,1958.8375,RAS
21 avril 2012 ,Bauges,Bauges ,NE,45.64251,6.063981,,,,,ras................................................................................................................
21 avril 2012 ,Belledonne,Grésivaudan ,W,45.32596,6.047029,,,,,Ras mais en haut ça a soufflé la même dans la pente attention...
21 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,ras.......................................................................................;;
20 avril 2012 ,Chartreuse,Chartreuse ,T,45.39988,5.79938,35,,,,RAS.
20 avril 2012 ,Vercors,Vercors ,NW,45.04527,5.55928,30,,,,"RAS mais méfiance , la grande combe et les deux soeurs sont trés chargées"
20 avril 2012 ,Belledonne,Grésivaudan ,W,45.32596,6.047029,,,,,"Rien sur cet itinéraire, mais que sera-ce ailleurs et plus haut? Méfiate!"
20 avril 2012 ,Chartreuse,Chartreuse ,W,45.3674,05.8409,,,,,RAS
20 avril 2012 ,Ecrins,Champsaur ,N,44.6718,06.3242,30,44.65988181206158,6.332875964841735,2120.2899914456802,coulées superficielles à notre passage dans les pentes les plus raides. Rien d'alarmant.
20 avril 2012 ,Chablais - Faucigny,Chablais ,SE,46.24794,6.75491,25,,,,ras
20 avril 2012 ,Chartreuse,Chartreuse ,W,45.2890,5.7664,30,45.28643799865561,5.778759944152887,1639.8253968253969,ras......................................................................................................
19 avril 2012 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,SW,44.5930,06.8424,35,,,,"RAS les 2 premiers jours, attention depuis aujourd'hui avec des accumulations dans certaines zones"
18 avril 2012 ,Ecrins,"Haute Durance, Briançonnais ",N,44.9874,6.4816,45,,,,Sur l'itinéraire de montée RAS. Dans le couloir on était les 1ers à passer et ça avait l'air bon. 
17 avril 2012 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais Val de Suze ",S,45.0700,06.6235,25,,,,rien n'a été observé
18 avril 2012 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",W,45.01942,6.606645,35,,,,rien n'a été observé
18 avril 2012 ,Chartreuse,Chartreuse ,N,45.39988,5.79938,30,45.3929941023668,5.805901933064581,1468.344827586207,rien
18 avril 2012 ,Belledonne,Grésivaudan ,SW,45.14037,5.88762,35,45.13198100000002,5.903794294117646,1917.5529411764705,"rien, nada..............................................."
18 avril 2012 ,Queyras - Alpes Cozie N,Queyras ,NW,44.65054,6.79287,35,44.63779840619308,6.826343803278692,2266.6029143897995,RAS
18 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",SE,44.85518,6.72729,35,,,,"RAS ce jour. le manteau à basse altitude semble s'être stabilisé, les versants ensoleillés ont purgé."
11 avril 2012 ,Belledonne,Grésivaudan ,E,45.2620,6.0481,30,,,, RAS
14 avril 2012 ,Andorre - Ariège,,NW,42.65075,1.70305,50,,,,RAS
17 avril 2012 ,Massif Central,,SW,45.55671,2.856820,40,,,,ras
17 avril 2012 ,Lauzière - Cheval Noir,Tarentaise ,E,45.47123,6.41270,35,,,,Néant
17 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",S,44.85518,6.72729,36,,,,RAS
17 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,35,45.13063327022211,5.905430434796212,1958.8375,RAS
17 avril 2012 ,Massif Central,,N,45.41562,4.54877,25,,,,RAS............
17 avril 2012 ,Chartreuse,Chartreuse ,W,45.3443,05.8165,30,,,,RAS
17 avril 2012 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,35,,,,"RAS ce jour , bas du Grd Colom , avalanche d'hier , et quelques boulettes dans la traversée au dessus du Lac du Crozet un peut tendue... "
17 avril 2012 ,Belledonne,Grésivaudan ,NW,45.28252,6.074538,52,,,,RAS
17 avril 2012 ,Devoluy,Devoluy ,NE,44.6682,05.9512,30,,,,RAS
17 avril 2012 ,Belledonne,Grésivaudan ,SW,45.14037,5.88762,35,45.13198100000002,5.903794294117646,1917.5529411764705,Rien vu mais c'est chargé
17 avril 2012 ,Massif Central,,SW,45.54196,2.816587,45,,,,RAS mais méfiance car il y a de grosses accumulations par endroit.
17 avril 2012 ,Belledonne,Grésivaudan ,W,45.4279,6.1658,,45.42178291683715,6.167143949556921,1611.2725662576652, aucune mais je voyais rien.
17 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,On a rien vu (RAS)..............
17 avril 2012 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,40,,,,Ras
16 avril 2012 ,Massif Central,,T,44.91319,4.168978,25,,,,RAS
05 avril 2012 ,Anatolie (Turquie/Géorgie),,NW,37.7664,35.12919,40,,,,RAS
07 avril 2012 ,Anatolie (Turquie/Géorgie),,N,38.17181,34.18053,30,38.147708326666674,34.17299414666669,2324.652000000001,RAS
15 avril 2012 ,Bornes - Aravis,Faucigny ,N,46.0296,06.5727,30,46.010843630901284,6.5784333948497835,1849.6884120171667,Rien de particulier mais la couche encore épaisse est gorgée d'eau donc à risques pour les coulées de fond
16 avril 2012 ,Bauges,Bauges ,NE,45.64251,6.063981,,,,,Ben euh ..... dans le coin pas grand chose. Rien senti sous les skis sinon rien vu du tout du tout .....
15 avril 2012 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.19432,6.45,40,,,,RAS sur l'itinéraire - déclenchements pisteurs du côté de valloire (ça résonne dans la montagne)
15 avril 2012 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",N,44.85518,6.72729,50,,,,RAS sur l'itinéraire
14 avril 2012 ,Massif Central,,NE,45.54196,2.816587,45,,,,Rien à signaler
14 avril 2012 ,Queyras - Alpes Cozie N,Queyras ,NW,44.71893,6.90379,35,44.68980554129105,6.920165198884019,2427.7887633347937,RAS
15 avril 2012 ,Queyras - Alpes Cozie N,Queyras ,NW,44.69759,6.85885,30,,,,RAS
15 avril 2012 ,Chartreuse,Chartreuse ,W,45.3443,05.8165,30,,,,rien 
09 avril 2012 ,Andorre - Ariège,,N,42.65075,1.70305,30,,,,RAS
15 avril 2012 ,Cerdagne - Capcir - Conflent,,NW,42.39527,2.075833,30,,,,RAS
10 avril 2012 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.12068,6.417346,40,,,,ras
09 avril 2012 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",W,45.01942,6.606645,35,,,,ras
07 juillet 2010 ,Grandes Rousses - Arves,Maurienne Oisans ,NE,45.2276,06.2029,30,45.186756295870175,6.169186608554578,2649.2741522806805,RAS
12 avril 2012 ,Alpes Grées S,Maurienne ,T,45.3290,07.0110,35,,,,Néant
14 avril 2012 ,Cerdagne - Capcir - Conflent,,NW,42.39527,2.075833,30,,,,RAS
14 avril 2012 ,Islande,,S,63.55905,-19.6273,25,,,,néant. La pente générale est douce max 20°
14 avril 2012 ,Cerdagne - Capcir - Conflent,,S,42.56014,01.76590,25,,,,néant 
31 mars 2012 ,Vanoise,Tarentaise ,W,45.4264,06.7042,45,,,,RAS
14 avril 2012 ,Cerdagne - Capcir - Conflent,,T,42.55569,01.80636,30,42.54929274183972,1.7768677774480715,2226.917408506449,Néant
13 avril 2012 ,Grand Paradis,Val d'Aoste ,W,45.5247,7.2004,35,45.51545643145526,7.226753943029607,2454.3625,Rien sur tout le parcourt (mais déplacement avec prudence sur certaines zones.
10 avril 2012 ,Alpes Grées S,Maurienne ,T,45.3738,07.0528,35,,,,Néant
13 avril 2012 ,Massif Central,,SE,45.51375,2.85275,30,,,,"RAS, la neige est extrêmement compacte partout, la moquette est douce au soleil. "
13 avril 2012 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,N,44.54781,6.62473,25,,,,ras
13 avril 2012 ,Ecrins,Champsaur ,S,44.6227,06.2279,40,,,,RAS coulées en face nord parias
09 avril 2012 ,Mont Blanc,Valais Central ,NE,46.0314,07.1075,30,,,,"purges de printemps dans les versants sud, rien en nord, petite poudreuse sur fond dur; sur le glacier du trient, beaucoup de transport et d'accumulations le lundi 9 avril"
13 avril 2012 ,Belledonne,Grésivaudan ,W,45.4279,6.1658,,45.42178291683715,6.167143949556921,1611.2725662576652,rien
28 décembre 2011 ,Belledonne,Grésivaudan ,T,45.33579,6.11992,45,45.31559255733355,6.147061104320185,1623.3661971830986,RAS
09 avril 2012 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,NE,46.00680,006.6949,35,,,,RAS.                       
10 avril 2012 ,Alpes Grées N,Tarentaise ,W,45.60083,6.88833,35,,,,RAS
08 avril 2012 ,Alpes Grées N,Tarentaise ,W,45.60083,6.88833,35,,,,RAS
07 avril 2012 ,Navarre - Béarn,,T,42.95676,-0.32936,30,,,,néant
12 avril 2012 ,Queyras - Alpes Cozie N,Queyras ,SW,44.6694,6.7774,,,,,RAS
12 avril 2012 ,Belledonne,Grésivaudan ,W,45.24319,5.979609,38,,,,"aucune activité à l'heure de passage, mais beaucoup de neige récente et encore aucune purge. "
12 avril 2012 ,Devoluy,Buech ,T,44.6758,05.7570,40,,,,RAS
09 avril 2012 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,35,,,,rien de sérieux sur tout l'itinéraire
04 avril 2012 ,Anatolie (Turquie/Géorgie),,W,,,40,,,,"RAS, manteau sain"
08 avril 2012 ,Mont-Perdu - Gavarnie - Bigorre,,NW,42.75041,0.087442,40,,,,ras
11 avril 2012 ,Mont Blanc,Vallée de l'Arve ,S,46.0037,6.9467,30,,,,RAS en restant à qqs mètres des pistes. J'ai entendu des déclenchements artificiels d'avalanches pendant la montée.
09 avril 2012 ,Luchon - Posets - Maladeta,,N,42.77921,0.53052,25,,,,néant le jour de la balade mais de nbreuses coulées de la veille
11 avril 2012 ,Grandes Rousses - Arves,Maurienne ,NE,45.1212,06.4173,45,,,,quelques plaques toutes orientations et accumulations en faces N.
10 avril 2012 ,Ecrins,Oisans ,E,44.93258,6.29254,30,,,,RAS
