date,massif,secteur,orientation,lat_depart,long_depart,pente_max,avg_lat,avg_long,avg_alt,activity
07 avril 2015 ,Cerces - Thabor - Mont Cenis,Maurienne ,NE,45.2067,6.8448,35,,,,ras                                                                                      
06 avril 2015 ,Queyras - Alpes Cozie N,Queyras ,N,44.69969,6.86596,30,,,,RAS
04 avril 2015 ,Queyras - Alpes Cozie N,Queyras ,NW,44.69759,6.85885,30,,,,RAS
07 avril 2015 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.1704,06.6515,40,,,,"sur le parcours, RAS. Par contre, cela a purgé sur les pentes au-dessus de la montée au refuge du Thabor rive gauche"
07 avril 2015 ,Navarre - Béarn,,N,42.78624,-0.53485,,,,,RAS
07 avril 2015 ,Cerdagne - Capcir - Conflent,,T,42.55968,02.00013,50,,,,rien de récent .
06 avril 2015 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.2067,6.8448,35,,,,Aucune trace d'activité récente. Ancienne coulée en faces Est et Sud recouvertes de 5/10 cm de neige fraiche
15 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,NW,44.5156,6.75076,35,44.512177474747475,6.775384747474746,1928.3939393939395,La chute en cours n'adhère pas à la sous-couche relativement dure mais au vu des quantitées mobilisables ça ne gène en rien la descente du couloir. Une petite plaque se décrochant sous mes spatules mais se stoppant qq mètres plus bas.
07 avril 2015 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais Val de Suze ",S,45.0700,06.6235,25,,,,ras
07 avril 2015 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",N,45.01942,6.606645,35,,,,"RAS, la pente finale est bien stabilisée"
07 avril 2015 ,Vanoise,Tarentaise ,NE,45.45845,6.899056,,,,,RAS
07 avril 2015 ,Chartreuse,Chartreuse ,W,45.3674,05.8409,,,,,RAS
07 avril 2015 ,Chartreuse,Chartreuse ,W,45.2890,5.7664,30,45.28643799865561,5.778759944152887,1639.8253968253969,RAS
06 avril 2015 ,Cerdagne - Capcir - Conflent,,T,42.6233,2.0708,30,,,,ras
06 avril 2015 ,Vercors,Vercors ,W,45.1182,05.6101,,,,,rien de rien
06 avril 2015 ,Mercantour - Alpes Maritimes Italiennes,,S,44.24038,7.660292,30,,,,"rien à part les coulées normales de Malavalanga (rive droite du Pesio). Il est retombé plus d'un mètre à 2000m, il faudra attendre un peu avant d'aller aux couloirs des Turinois et Genois au Margua (dixit le gardien Guido, du ""Socorso Alpino"")"
06 avril 2015 ,Vanoise,Tarentaise ,W,45.3811,06.7352,41,,,,RAS dans les grands couloirs
05 avril 2015 ,Grandes Rousses - Arves,"Haute Durance, Briançonnais ",SE,45.0423,06.4177,,45.054106868055534,6.403056887499999,2413.547153048612,néant 
05 avril 2015 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",N,45.0181,06.4663,25,,,,RAS
02 avril 2015 ,Andorre - Ariège,,S,42.65628,1.83456,35,,,,aucune
06 avril 2015 ,Queyras - Alpes Cozie N,Queyras ,NE,44.71893,6.90379,50,,,,rien d'observé en ce jour.
05 avril 2015 ,Alpes Grées S,Maurienne ,NW,45.3290,07.0110,35,,,,RAS
06 avril 2015 ,Mercantour - Alpes Maritimes Italiennes,,N,44.22433,7.835905,40,,,,RAS
06 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,T,44.5930,06.8424,37,,,, RAS
06 avril 2015 ,Devoluy,Devoluy ,SE,44.6983,05.8762,38,,,,RAS
05 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,NE,44.53166,6.70144,30,,,,RAS
06 avril 2015 ,Ecrins,Champsaur ,T,44.6937,06.3706,40,,,,aucune
06 avril 2015 ,Belledonne,Grésivaudan ,SW,45.14037,5.88762,35,45.13198100000002,5.903794294117646,1917.5529411764705,RAS - sauf sur pente forte pas d'adhérence sur la neige dur (voir glace) sous la brèche Robert Nord 
06 avril 2015 ,Vercors,Vercors ,W,45.0198,05.5313,35,,,,rien sur l'itinéraire mais la neige est bien travailler sur la Grande Moucherolle avec un transport important 
06 avril 2015 ,Cerces - Thabor - Mont Cenis,Maurienne ,NW,45.12068,6.417346,40,,,,RAS
05 avril 2015 ,Devoluy,Devoluy ,T,44.6656,05.9468,30,,,,RAS
06 avril 2015 ,Lauzière - Cheval Noir,Combe de Savoie ,NW,45.6067,06.3644,40,,,,petites coulées superficielles en toutes orientations dans les pentes un peu raides.  
06 avril 2015 ,Vanoise,Tarentaise ,NW,45.3746,06.7178,30,,,,RAS sur l'itinéraire
06 avril 2015 ,Beaufortain,Tarentaise ,T,45.5924,06.6708,35,,,,Rien le dimanche (rien vu). Lundi : des coulées dans les pentes raides Est et en fin de journée dans les pentes Ouest
06 avril 2015 ,Belledonne,Grésivaudan ,W,45.24319,5.979609,35,,,,RAS
06 avril 2015 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,N,46.0192,06.9198,40,,,,"sur l'itinéraire rien à signaler, ça tient plutôt bien, pas de coulée de surface. Juste vue une avalanche dans les barres rive gauche du vallon, un peu plus bas que le refuge"
06 avril 2015 ,Alpes Grées S,Maurienne ,SW,45.3290,07.0110,40,45.31197599669355,7.074763415330047,2431.9064220183486,RAS mais risque de plaques en formation avec le vent du NE.
06 avril 2015 ,Alpes Vaudoises,Bas Valais - Chablais Vaudois ,N,46.39899,7.102618,,46.39549532232522,7.13020544604319,1806.1438848920864,RAS
06 avril 2015 ,Ecrins,Champsaur ,S,44.7379,06.2479,45,,,,"Au dessus de 2500m, les pentes en toutes orientations sont assez chargées, particulièrement les pentes SE. "
06 avril 2015 ,Ecrins,Oisans ,NW,45.02064,6.369409,45,,,,RAS. Des purges par ci par là
06 avril 2015 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,SE,44.18351,7.162377,35,44.20950653076926,7.1457945322485195,2330.7519082840267,RAS
06 avril 2015 ,Belledonne,Grésivaudan ,SW,45.30685,6.08395,30,,,,"RAS, beaucoup de tirs de mine sur les 7 Laux"
06 avril 2015 ,Ecrins,Oisans ,S,44.93258,6.29254,40,,,,purges naturelles ( ou pas ) dans les orientations S à SE.
05 avril 2015 ,Ecrins,"Haute Durance, Briançonnais ",SW,44.91645,6.417239,40,,,,Rien a signaler.
06 avril 2015 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,40,,,,RAS
06 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,S,44.39083,6.7775,35,,,,ras.....................................................................
06 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,SW,44.48138,6.80775,38,,,,"RAS mais on a préféré sortir sur la crête le long des rochers pour les 50 derniers mètres de dénivelés et ne pas traverser la dernière pente, quelques accumulations."
06 avril 2015 ,Bornes - Aravis,Faucigny ,NE,46.0455,06.4436,,,,,RAS
06 avril 2015 ,Belledonne,Maurienne ,N,45.31620,6.25053,35,,,,vu des coulees de surfaces en ouest vers 12h. rien sur l'itineraire.
06 avril 2015 ,Belledonne,Grésivaudan ,NW,45.2505,5.9930,40,45.23897359406628,6.009816179930189,1855.2523238108195,ras couloir purgé par les passages
06 avril 2015 ,Tessin W - Conches,,N,46.48669,8.47501,30,,,,néant
06 avril 2015 ,Chartreuse,Chartreuse ,T,45.39988,5.79938,35,,,,aucune. Quelques petites corniches à l'ouest avec de la neige ventée au niveau des cols. 20 cm de poudre legere sur fond dure
06 avril 2015 ,Belledonne,Grésivaudan ,SW,45.28252,6.074538,30,,,,"Une grand coulée est partie depuis le Rocher long (côté Maurienne). La Plagne Vaumard commence à être plaquée par endroit, mais rien à signaler aujourd'hui, attention tout de même !"
06 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,W,44.52468,6.796900,40,,,,"Quelques anciennes boulettes dans l’étroiture. Sinon RAS, la poudre du haut chassait un peu avec les skis (à la descente) mais s’arrêtait aussitôt."
03 avril 2015 ,Grand Paradis,Val d'Aoste ,T,45.53897,7.10172,,,,,rien n'a été observé
06 avril 2015 ,Cerces - Thabor - Mont Cenis,Maurienne ,NE,45.1704,06.6515,40,,,,"RAS, neige froide"
05 avril 2015 ,Grand Paradis,Val d'Aoste ,NW,45.62178,7.05786,35,,,,rien
05 avril 2015 ,Mont-Perdu - Gavarnie - Bigorre,,S,42.85099,0.27706,40,,,,RAS
05 avril 2015 ,Mont Blanc,Vallée de l'Arve ,N,45.8791,6.8870,35,,,,"RAS, belle plaques à vent visibles"
05 avril 2015 ,Belledonne,Grésivaudan ,SW,45.1870,5.8994,30,,,,"aucune mais aucune visibilite ,plusieurs bruits suspects (stations?)"
05 avril 2015 ,Grandes Rousses - Arves,Maurienne ,SE,45.1212,06.4173,20,,,,"rien vu, manteau neigeux stable"
23 mars 2015 ,Anatolie (Turquie/Géorgie),,E,38.53986,35.52751,35,38.52982228682171,35.46518585271318,3316.7906976744184,ras
17 mars 2015 ,Anatolie (Turquie/Géorgie),,N,38.17181,34.18053,30,38.147708326666674,34.17299414666669,2324.652000000001,on ne voyait rien
05 avril 2015 ,Haut Giffre - Aiguilles Rouges,Faucigny ,W,46.1125,06.7503,30,,,,RAS mais neige travaillée par le vent.
04 avril 2015 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,S,44.07392,7.400557,40,,,,Aucune
05 avril 2015 ,Chablais - Faucigny,Chablais ,SE,46.2507,06.7215,40,,,,"RAS mais un peu plaqué sous le col de DAMOZ avec un peu de bise, se méfier pour demain si jamais"
05 avril 2015 ,Ecrins,Champsaur ,N,44.6718,06.3242,30,44.65988181206158,6.332875964841735,2120.2899914456802,ras
05 avril 2015 ,Chartreuse,Chartreuse ,N,45.39988,5.79938,30,45.3929941023668,5.805901933064581,1468.344827586207,ras
04 avril 2015 ,Bauges,Bauges ,NE,45.64251,6.063981,,,,,RAS bien sûr
03 avril 2015 ,Mercantour - Alpes Maritimes Italiennes,Haut-Var ,T,44.24483,6.757117,35,44.28146108006997,6.963149033566435,2335.8822027972014,aucune observée
04 avril 2015 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,SW,44.11996,7.27398,50,,,,ras
03 avril 2015 ,Chablais - Faucigny,Faucigny ,T,46.1620,06.6187,45,,,,RAS poudreuse sous le col de Foron puis belle descente en direction du pont et remontée sous les faces sud du ROC qui étaient stables et bien enneigées encore. Bonne chaleur pour le col Ratti et montée ski sur le sac pour couper par  la GOLETTE mais malheureusement très dure sur les 30m à déconseiller pour terminer par la piste très collante
28 mars 2015 ,Belledonne,Maurienne ,N,45.31620,6.25053,50,,,,RAS neige poudreuse sous le col sur un fond bien dur 
04 avril 2015 ,Belledonne,Maurienne ,N,45.37180,6.25654,45,,,,"RAS - mais à partir de 1700, fortes épaisseurs (de neige roulée parfois) selon dépôts de purges des derniers jours"
04 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Val Maira ,T,44.47905,6.93594,30,44.47534472384811,6.913514273887636,2168.8434196547164,RAS
26 mars 2015 ,Devoluy,Devoluy ,NE,44.6672,05.8579,30,,,,aucune
27 mars 2015 ,Ecrins,Champsaur ,S,44.6227,06.2279,40,,,,aucune
28 mars 2015 ,Belledonne,Grésivaudan ,S,45.24319,5.979609,35,45.23046504979177,6.005051057913233,1561.3260869565217,aucune
29 mars 2015 ,Taillefer - Matheysine,Matheysine et périphériques ,W,44.9615,05.8229,35,,,,aucune
03 avril 2015 ,Alpes Grées N,Tarentaise ,SE,45.6544,06.7863,30,,,,RAS à part une petite corniche à passer au niveau du point 2447m
03 avril 2015 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",NW,45.01942,6.606645,25,,,,RAS
03 avril 2015 ,Ecrins,Champsaur ,NE,44.6227,06.2279,42,,,,RAS
03 avril 2015 ,Taillefer - Matheysine,Matheysine et périphériques ,W,44.9615,05.8229,35,,,,aucune
03 avril 2015 ,Belledonne,Grésivaudan ,T,45.24319,5.979609,30,,,,RAS
03 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,T,44.45144,6.844782,40,,,,Ras..................................
02 avril 2015 ,Corse,,T,42.07729,9.147030,50,42.06349077105265,9.13433006403509,2071.7531395614033,Néant.
03 avril 2015 ,Chartreuse,Chartreuse ,T,45.39988,5.79938,35,,,,"RAS ce jour - à peine de petites coulées de surface sous les skis, en versant ensoleillé (petite couche de 5cm glissant mollement sur le fond)."
03 avril 2015 ,Bauges,Bauges ,NW,45.7137,06.2753,45,45.69669788911465,6.262145184325109,1686.6032946299,"RAS, quelques coulées anciennes, probablement du début de semaine."
03 avril 2015 ,Bornes - Aravis,Borne-Fier ,NE,45.8467,06.3151,35,,,,"RAS, mais la petite couche de fraîche avait tendance à partir en escargot. C'en était constellé sous les barres sommitales."
03 avril 2015 ,Belledonne,Grésivaudan ,S,45.24319,5.979609,35,45.23046504979177,6.005051057913233,1561.3260869565217,un assez gros départ de plaque sous le Pic du Pin. Sur la Jasse: rien vu avec le brouillard. 
02 avril 2015 ,Belledonne,Grésivaudan ,T,45.24319,5.979609,40,,,,"ras, il semble que tout était déjà descendu les jours précédant..."
02 avril 2015 ,Andorre - Ariège,,NE,42.5761,1.61005,30,,,,ras
31 mars 2015 ,Ecrins,"Haute Durance, Briançonnais ",SE,44.7588,6.5291,30,,,,ras
27 mars 2015 ,Grandes Rousses - Arves,Maurienne ,W,45.20695,6.3376,45,,,,RAS
29 mars 2015 ,Belledonne,Grésivaudan ,NW,45.3936,6.1279,,,,,RAS
08 mars 2015 ,Alpes Grées N,Tarentaise ,W,45.4497,07.0098,30,,,,RAS
01 avril 2015 ,Belledonne,Grésivaudan ,E,45.2620,6.0481,30,,,,Rien aujourd'hui mais ça a fortement dégueulé sur tous les versants depuis samedi et particulièrement mardi. Attention au prochain redoux.
01 avril 2015 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",S,44.87007,6.72585,25,,,,rien vu
01 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,W,44.52468,6.796900,40,,,,RAS
29 mars 2015 ,Queyras - Alpes Cozie N,Queyras ,T,44.65054,6.79287,45,,,,RAS
01 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,N,44.52468,6.796900,40,,,,RAS
01 avril 2015 ,Ecrins,Champsaur ,NE,44.6227,06.2279,40,,,,RAS
01 avril 2015 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,SE,44.18351,7.162377,45,,,,RAS
01 avril 2015 ,Belledonne,Grésivaudan ,NE,45.1870,5.8994,30,,,,Rien
01 avril 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,NW,44.52468,6.796900,45,,,,RAS dans le secteur
01 avril 2015 ,Queyras - Alpes Cozie N,Queyras ,SW,44.76583,6.98389,30,,,,RAS
01 avril 2015 ,Chartreuse,Chartreuse ,T,45.35508,5.78776,35,45.374782526990565,5.803828661901113,1395.8695652173913,"Vu comme j'ai sollicité la couche, si rien n'est parti, c'est qu'on est vraiment en risque zéro. "
29 mars 2015 ,Queyras - Alpes Cozie N,Queyras ,N,44.62375,6.80815,50,,,,"Attention!!! Nous avons constatés 80cm a 1m de ''sucre'', gros cristaux sans aucune cohésion dans toutes les contrepentes sud, du lac St Anne à la traversée exposée du couloir. Une grosse purge est partie sous la planche de mon pote en rejoignant l'écharpe alors que nous avions décidé de ne pas monter plus haut au vue de cette couche de neige... Partie au terrain, les faces du coin n'ont que très peu purgées, à éviter ou préférer les petits couloirs très encaissés..."
28 mars 2015 ,Lauzière - Cheval Noir,Tarentaise ,E,45.47123,6.41270,30,,,,RAS
29 mars 2015 ,Devoluy,Buech ,W,44.6758,05.7570,30,,,,"ras mais neige bien lourde dans le vallon de la plate des serres, ne pas partir trop tard"
31 mars 2015 ,Cerdagne - Capcir - Conflent,,NW,42.39527,2.075833,30,,,,ras
29 mars 2015 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,SE,44.09194,7.35611,40,,,,Rien vu de récent. la face SE est en transfo avec déjà un passage d'une vingtaine de mètres D- secs où il faut déchausser.
28 mars 2015 ,Grandes Rousses - Arves,Oisans ,SE,45.1683,06.0948,35,,,,RAS
31 mars 2015 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",SW,45.01942,6.606645,30,,,,rien n'a été observé
28 mars 2015 ,Mont Blanc,Vallée de l'Arve ,W,45.79597,6.71743,35,,,,RAS
31 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,T,44.48473,6.55066,40,44.466371805128205,6.555050535897435,-9999.0,RAS
29 mars 2015 ,Ecrins,"Haute Durance, Briançonnais ",E,45.0108,6.4660,35,45.00752212220691,6.463968666448274,1678.7152562068964,"Rien de suspicieux, les chamois qui ont basculés en versant nord ne craignent pas les avalanches !"
31 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,,NE,44.42186,6.898469,40,,,,ras............................................................
31 mars 2015 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,T,44.07392,7.400557,45,44.078200964733014,7.415197607317949,1571.4404761904761,Rien a signaler - Neige compacte - Bon regel nocturne. 
28 mars 2015 ,Lauzière - Cheval Noir,Combe de Savoie ,NW,45.6067,06.3644,40,,,,rien
28 mars 2015 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,SE,46.0192,06.9198,30,,,,RAS
28 mars 2015 ,Couserans - Catalogne Ouest,,NE,42.67319,0.77595,30,,,,aucune nouvelle coulée; des glissements de la totalité du manteau neigeux en versant E (Els Terrals et Era Creueta)
29 mars 2015 ,Belledonne,Grésivaudan ,NW,45.14037,5.88762,40,,,,ras.
27 mars 2015 ,Queyras - Alpes Cozie N,Queyras ,T,44.71893,6.90379,30,,,,ras
29 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,W,44.5930,06.8424,35,,,,aucune
29 mars 2015 ,Ecrins,"Oisans Haute Durance, Briançonnais ",N,45.0332,6.4037,40,45.02168805660378,6.411802603773584,2555.811320754717,ras
26 mars 2015 ,Queyras - Alpes Cozie N,Queyras ,W,44.72739,6.87546,35,,,,ras
24 mars 2015 ,Queyras - Alpes Cozie N,Queyras ,W,44.73689,6.83959,,,,,ras
12 fevrier 2015 ,Devoluy,Buech ,T,44.6758,05.7570,35,,,,RAS
23 mars 2015 ,Queyras - Alpes Cozie N,Queyras ,NW,44.78057,6.86980,30,,,,ras
28 mars 2015 ,Grandes Rousses - Arves,Oisans ,S,45.0583,06.3162,40,,,,Rien à bouger mais des plaques et des accumulations formées par le vent sous le col de la Charrat.
29 mars 2015 ,Ecrins,Oisans ,N,44.93258,6.29254,50,,,,RAS
28 mars 2015 ,Massif Central,,N,,,30,,,,RAS! il ne reste plus grand chose!
29 mars 2015 ,Préalpes de Digne,Haut-Verdon ,SE,44.29611,6.56972,35,,,,rien de récent
30 mars 2015 ,Mercantour - Alpes Maritimes Italiennes,,NE,44.29563,7.644256,20,,,,"bizarrement, rien"
28 mars 2015 ,Mercantour - Alpes Maritimes Italiennes,,T,44.24439,7.786560,40,,,,"départs provoqués à l'explosif par les pisteurs, sinon rien vu"
29 mars 2015 ,Mont Blanc,Vallée de l'Arve ,W,45.9784,6.9266,30,,,,RAS.............................................................................
29 mars 2015 ,Belledonne,Grésivaudan ,NE,45.265061,6.01509,30,,,,RAS
28 mars 2015 ,Belledonne,Oisans ,E,45.20321,6.04034,,,,,RAS
22 fevrier 2009 ,Belledonne,Grésivaudan ,NE,45.265061,6.01509,30,,,,RAS
28 mars 2015 ,Bornes - Aravis,Borne-Fier ,W,45.9489,06.5114,40,,,,rien de récent  
29 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,NE,44.53166,6.70144,30,,,,"aucune, la manteau parait stable"
28 mars 2015 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",E,45.0025,6.66083,40,,,,ras sur cette itinéraire.
27 mars 2015 ,Queyras - Alpes Cozie N,Queyras ,T,44.76791,6.73802,30,44.75214803636362,6.716053109090908,2100.993636363636,RAS
28 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,T,44.5930,06.8424,30,,,,aucune
28 mars 2015 ,Bornes - Aravis,Borne-Fier ,W,45.8028,06.3850,45,,,,néant
28 mars 2015 ,Ecrins,Champsaur ,N,44.7379,06.2479,32,,,,RAS
29 mars 2015 ,Devoluy,Devoluy ,E,44.6983,05.8762,40,,,,RAS
29 mars 2015 ,Ecrins,Champsaur ,T,44.67833,6.27722,45,,,,néant                  
29 mars 2015 ,Vanoise,Tarentaise ,T,45.3811,06.7352,35,45.385029677740874,6.773671149501659,2424.160465116281,RAS
28 mars 2015 ,Ecrins,Oisans ,N,44.93258,6.29254,45,,,,RAS
28 mars 2015 ,Chartreuse,Chartreuse ,N,45.39988,5.79938,30,45.3929941023668,5.805901933064581,1468.344827586207,rien vu 
25 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,W,44.5930,06.8424,35,44.591244,6.8647251141176495,2312.641764705882,"aucune aujourd'hui, mais la visibilité est mauvaise"
29 mars 2015 ,Belledonne,Grésivaudan ,NW,45.2505,5.9930,40,45.23897359406628,6.009816179930189,1855.2523238108195,RAS
28 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,S,44.45144,6.844782,45,,,,RAS
28 mars 2015 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,T,44.5930,06.8424,37,,,,Rien vu
29 mars 2015 ,Grand Paradis,Val d'Aoste ,W,45.5247,7.2004,35,45.51545643145526,7.226753943029607,2454.3625,RAS
28 mars 2015 ,Mercantour - Alpes Maritimes Italiennes,Val Gesso et Vermenagna (Alpi Marittime) ,N,44.24328,7.32159,35,,,,"Grosses avalanches de fonte en S, plaques toutes orientations en pentes raides."
28 mars 2015 ,Belledonne,Grésivaudan ,T,45.24319,5.979609,40,,,,aucune
27 mars 2015 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",SE,45.0181,06.4663,30,,,,"rien vu, peu de transport de neige ici, doit y en avoir beaucoup plus sur les sommets plus hauts..."
