date,massif,secteur,orientation,lat_depart,long_depart,pente_max,avg_lat,avg_long,avg_alt,activity
03 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",T,44.9874,6.4816,45,,,,aucune trace d'avalanche si ce n'est le Piaget intégralement ravagé de haut en bas                                                                          
09 mai 2009 ,Belledonne,Maurienne Oisans ,NW,45.23974,6.17532,40,,,,aucune ; vielles coulées sous les parois rocheuses ; quelques pierres tombant dans les couloirs.
09 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",SE,44.91645,6.417239,40,,,,ras
03 mai 2009 ,Vanoise,Maurienne ,N,45.30365,6.827887,35,,,,"RAS, mais beaucoup de coulées anciennes"
09 mai 2009 ,Vanoise,Tarentaise ,NE,45.2954,06.5861,50,,,,Ras
10 mai 2009 ,Ecrins,Champsaur ,N,44.6227,06.2279,50,,,,RAS                                                                                              
10 mai 2009 ,Belledonne,Oisans ,S,45.22446,6.139190,35,45.23145741839991,6.121486546899994,2310.254,RAS
09 avril 2009 ,Ecrins,Oisans ,N,45.02064,6.369409,45,45.026418738000004,6.340895921999999,2457.672199999998,ras                                                                     
10 mai 2009 ,Belledonne,Grésivaudan ,NE,45.2620,6.0481,30,,,,RAS
05 avril 2009 ,Belledonne,Grésivaudan ,N,45.33579,6.11992,45,,,,ras                                    
10 mai 2009 ,Belledonne,Grésivaudan ,NE,45.3936,6.1279,45,,,,RAS
23 avril 2009 ,Alpes Grées N,Tarentaise ,N,45.5462,06.9133,50,,,,ras                                                 
09 mai 2009 ,Beaufortain,Beaufortain ,NW,45.6912,06.6904,45,,,,"Grosse coulée dans la combe d'Arpire avant l'aiguille, orientation NW."
03 mai 2009 ,Ecrins,Oisans ,SE,45.02064,6.369409,35,,,,RAS très bon regel et manteau stable malgrè des conditions tardives à la descente dans les pentes sud très chaude.
01 mai 2009 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,35,,,,RAS (manteau qui semble déjà bien stabilisé sur cette classique trés parcourue)
08 mai 2009 ,Belledonne,Grésivaudan ,NW,45.43083,6.18167,42,,,,ras
09 mai 2009 ,Belledonne,Oisans ,T,45.13065,6.01986,40,45.15019925890159,6.008790160531083,2021.7194930597452,RAS
09 mai 2009 ,Grandes Rousses - Arves,Maurienne Oisans ,T,45.2276,06.2029,45,,,,RAS.
09 mai 2009 ,Ecrins,Oisans ,E,45.02064,6.369409,35,,,,"de nombreuses coulées de fonte toutes orientations, fait partir une petite zone de neige lourde (épaisseur 15cm) dans une contre pente (>30°) vers 12:30 #2800m"
08 mai 2009 ,Ecrins,Oisans ,NE,45.02064,6.369409,40,,,,RAS
09 mai 2009 ,Ecrins,Oisans ,E,45.02064,6.369409,35,,,,RAS
09 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",N,44.91645,6.417239,50,,,,"RAS, mais c'est bien chargé... attention au coup de chaud..."
09 mai 2009 ,Grandes Rousses - Arves,Oisans ,T,45.2344,06.1711,30,,,,RAS
09 mai 2009 ,Massif Central,,E,45.54061,2.861595,40,,,,RAS
09 mai 2009 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,35,45.249869843599974,6.051491963400001,2040.8326352573959,"Nombreuses petites coulées de printemps (rien de ""méchant""...)"
09 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.12068,6.417346,45,,,,"rien ce jour, il y avait une coulée récente dans le cône du couloir"
09 mai 2009 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,35,,,,"RAS , mais ça risque de purger avec le soleil ( manteau pourri en profondeur).                                                    "
09 mai 2009 ,Grandes Rousses - Arves,Maurienne Oisans ,NE,45.2276,06.2029,30,45.186756295870175,6.169186608554578,2649.2741522806805,neant
08 mai 2009 ,Ecrins,Oisans ,W,44.93258,6.29254,45,,,,ras
07 mai 2009 ,Ecrins,"Oisans Haute Durance, Briançonnais ",N,45.0332,6.4037,40,45.02168805660378,6.411802603773584,2555.811320754717,RAS - Une coulée recente est descendu quasi du haut du vallon du combeynot jusqu'au chalet
07 mai 2009 ,Cerces - Thabor - Mont Cenis,Val de Suze ,S,45.11266,6.74732,50,,,,"Rien de significatif, attention aux purges en versants chaud. Mais comment on fait quand on a rien a dire et qu'il manque des caractères??"
08 mai 2009 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,35,,,,ras
08 mai 2009 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,35,45.249869843599974,6.051491963400001,2040.8326352573959,RAS. Quelques boules partent sous les skis mais rien de bien important et ce malgré un regel inexistant de haut en bas.
08 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.12068,6.417346,45,,,,"d'anciennes coulées un peu de partout sinon à part la couche qui est tombé dans la nuit et que l'on faisait partir, RAS."
08 mai 2009 ,Ecrins,Oisans ,S,44.93258,6.29254,35,,,,"Une avalanche impressionnante dans un couloir, vue en temps réel juste au dessus de la Bérarde en face Nord vers 14h. Sinon d'anciennes et récentes coulées de fonte (purges) dans toutes les orientations."
08 mai 2009 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,40,,,,ras
08 mai 2009 ,Vanoise,Maurienne ,T,45.2332,06.7421,40,,,,ras
08 mai 2009 ,Ecrins,Champsaur ,N,44.6937,06.3706,45,,,,RAS
08 mai 2009 ,Belledonne,Grésivaudan ,NW,45.1870,5.8994,50,,,,RAS
23 avril 2009 ,Préalpes de provence,,NW,44.51854,5.93674,,,,,RAS
02 mai 2009 ,Belledonne,Grésivaudan ,T,45.1870,5.8994,35,,,,"RAS mais nous avons été prudents lorsque nous avons fini de tracer le couloir Nord de la Lauziere - le groupe précédent n'avait pas fait la fin, nous sommes sortis sur la droite dès que possible. "
07 mai 2009 ,Ecrins,Oisans ,S,44.93258,6.29254,40,,,,ras
07 mai 2009 ,Mont Blanc,Vallée de l'Arve ,NE,45.9784,6.9266,50,,,,"aucune activité observée . ça chauffe dur, mais rien n'a bougé .Bon regel cette nuit, la montée par le glacier du milieu en neige dure jusqu'à la rimaye. Rimaye encore très bien ."
03 mai 2009 ,Queyras - Alpes Cozie N,Queyras ,T,44.71893,6.90379,30,,,,RAS
07 mai 2009 ,Vanoise,Tarentaise ,N,45.4590,06.7442,75,,,,RAS
06 mai 2009 ,Mont Blanc,Vallée de l'Arve ,NE,45.8791,6.8870,35,,,,ras
04 mai 2009 ,Ecrins,Oisans ,N,45.02064,6.369409,50,,,,RAS
06 mai 2009 ,Vanoise,Tarentaise ,N,45.40838,6.66024,45,,,,RAS
07 mai 2009 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",T,45.0430,06.4254,45,,,,ras
07 mai 2009 ,Vanoise,Tarentaise ,NW,45.5730,06.8336,40,45.53867874274906,6.8467391042518395,2712.983333333333,Néant
07 mai 2009 ,Belledonne,Maurienne Oisans ,T,45.23974,6.17532,40,45.24738696349793,6.138490551831587,1500.4903846153845,RAS
05 mai 2009 ,Mont Blanc,Vallée de l'Arve ,W,45.9784,6.9266,30,,,,"RAS sur cet itinéraire, mais de nombreuses petites purges sur tous les itinéraires raides du coin."
07 mai 2009 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,SE,46.0192,06.9198,30,,,,RAS                                                                                                                                                                                                     
07 mai 2009 ,Ecrins,Oisans ,N,44.93258,6.29254,55,,,,ras
07 mai 2009 ,Belledonne,Maurienne Oisans ,T,45.23974,6.17532,40,,,,ras
07 mai 2009 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",SE,45.0181,06.4663,40,45.03638368054813,6.483789244522224,2330.399778903705,"RAS ce jour, anciennes purges sur tous versants"
07 mai 2009 ,Taillefer - Matheysine,Matheysine et périphériques ,T,45.0323,05.8576,45,,,,d'anciennes coulées mais rien à signaler ce jour
07 mai 2009 ,Lauzière - Cheval Noir,,NW,,,45,,,,RAS
03 mai 2009 ,Ecrins,Oisans ,E,44.93258,6.29254,30,,,,"néant,neige de printemps,en face Est,bien stabilisée."
03 mai 2009 ,Ecrins,Oisans ,W,44.94611,6.18806,45,,,,RAS
06 mai 2009 ,Massif Central,,N,45.54196,2.816587,35,,,,RAS
06 mai 2009 ,Devoluy,Devoluy ,T,44.6656,05.9468,30,,,,"aucune, de la neige bien béton grâce au froid nuit étoilée bprécédente"
05 mai 2009 ,Ecrins,Oisans ,N,44.93536,6.19994,55,,,,"RAS sauf une petite purge formant goulotte, dans le bas de la rive droite du glacier suspendu d'Entre-Pierroux, passée à côté de moi, vers 17 H."
06 mai 2009 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,SE,46.0039,06.9235,45,,,,ras
06 mai 2009 ,Ecrins,Champsaur ,NW,44.83536,6.28220,50,,,,"Rien, cependant attention encore a qq pentes abritées, 30cm de gobelets sous une croute au pied de la face a coté du cone (je pense assez localisés). Attention également aux versant chauds qui chauffent tres fort dans l'aprem"
06 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.2176,06.7968,45,,,,RAS
06 mai 2009 ,Ecrins,Champsaur ,S,44.7379,06.2479,45,,,,RAS  que d'anciennes coulées bien gelées                                                                            
06 mai 2009 ,Belledonne,Grésivaudan ,NE,45.3936,6.1279,45,,,,"RAS , apres une semaine de beau temps , il ne doit plus y avoir grand chose a partir .                                      "
05 mai 2009 ,Belledonne,Grésivaudan ,N,45.1870,5.8994,40,,,,néant
05 mai 2009 ,Vanoise,Tarentaise ,N,45.3811,06.7352,50,,,,RAS
05 mai 2009 ,Ecrins,Oisans ,S,44.93258,6.29254,35,,,,RAS
05 mai 2009 ,Belledonne,Grésivaudan ,W,45.2505,5.9930,30,,,,RAS
03 mai 2009 ,Vanoise,Maurienne ,T,45.2332,06.7421,40,,,,aucune
05 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",T,44.9704,6.4998,50,,,,"RAS, anciennes grosses purges dans presque tous les couloirs"
03 mai 2009 ,Belledonne,Grésivaudan ,NE,45.24319,5.979609,40,,,,"RAS, les pentes autours du lac de crop ont bien purgé."
05 mai 2009 ,Ecrins,"Oisans Haute Durance, Briançonnais ",N,45.0332,6.4037,40,45.01756517216563,6.399920679007967,220.73164444444444,"ras, anciennes coulées désagréables à traverser dans le couloir"
03 mai 2009 ,Ecrins,Oisans ,N,44.93258,6.29254,50,,,,Nada
03 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.18790,6.479959,35,,,,"De nombreuses coulées de surface datant des jours précédents + quelques avalanches de plus grande ampleur, mais rien ce jour. Quelques bruits sourds pas rassurants en montant au point 2733, j'ai tout de suite changé de direction et suis descendu par un autre endroit..."
02 mai 2009 ,Mont Blanc,Vallée de l'Arve ,NW,45.9018,06.8606,35,,,,"chute de séracs sous le glacier rond, pas d'activité avalancheuse observée par ailleurs"
03 mai 2009 ,Mont Blanc,Vallée de l'Arve ,W,45.8791,6.8870,50,,,,ras des purges du au soleil et à la chaleur. Il n'est pas tombé tant d eneiges que ca dans le massif.
04 mai 2009 ,Queyras - Alpes Cozie N,Queyras ,T,44.79438,6.72378,40,,,,"RAS, juste vu d'anciennes petites purges"
01 mai 2009 ,Ecrins,Champsaur ,S,44.83536,6.28220,40,,,,ras sur l'itinéraire
02 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",SE,44.91645,6.417239,40,,,,Néant
03 mai 2009 ,Ecrins,Oisans ,T,45.02064,6.369409,45,,,,Quelques pentes douteuses mais rien n'est parti. dès que le soleil pointe son nez ça chauffe vite.
03 mai 2009 ,Grandes Rousses - Arves,Oisans ,SE,45.0583,06.3162,35,,,,"Beaucoup de petits départs de coulées en pentes raides suite aux chutes de la semaine dernière. Sinon, RAS."
03 mai 2009 ,Ecrins,"Oisans Haute Durance, Briançonnais ",N,45.0332,6.4037,40,45.02168805660378,6.411802603773584,2555.811320754717,"rien, des anciennes coulées un peu partout, ça a bien purgé ces derniers jours dans ces pentes soutenues"
02 mai 2009 ,Mont Blanc,Vallée de l'Arve ,NW,45.9328,06.9176,35,,,,RAS
04 mai 2009 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",SE,44.9400,06.5887,37,,,,"ras, anciennes coulées"
01 mai 2009 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,T,44.11996,7.27398,45,,,,Des purges dans les versant raides sinon RAS. Attention en orientations S a partir de 11h.
03 mai 2009 ,Vanoise,Tarentaise ,NE,45.5446,06.8994,35,,,,RAS
02 mai 2009 ,Mont Blanc,Vallée de l'Arve ,W,45.9784,6.9266,43,,,,RAS quelques vieilles coulées. Un plaque (15m2) de neige très lourde part dans un virage en descendant le Chardonnet.
02 mai 2009 ,Mont Blanc,Vallée de l'Arve ,NE,45.9784,6.9266,50,,,,RAS
03 mai 2009 ,Alpes Grées N,Tarentaise ,W,45.60083,6.88833,35,,,,RAS. qques coulées dans la face NW de la Becca du Lac.
03 mai 2009 ,Vanoise,Tarentaise ,NE,45.5446,06.8994,35,,,,RAS
02 mai 2009 ,Alpes Grées N,Tarentaise ,W,45.60083,6.88833,45,,,,RAS sauf qques coulées de réchauffement l'après-midi
03 mai 2009 ,Vanoise,Maurienne ,E,45.2440,06.7809,50,,,,RAS
03 mai 2009 ,Vanoise,Maurienne ,SW,45.23056,6.67333,45,,,,ras
03 mai 2009 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,E,44.09194,7.35611,45,44.107028087210736,7.37349491565932,2163.7,"Pas mal d'anciennes coulées, rien de récent à priori.    "
03 mai 2009 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,N,44.18351,7.162377,,,,,Anciennes coulée et purges. rien de recent. La face est bien stabilisée.
03 mai 2009 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,45,,,,pas mal de coulées assez récentes mais RAS ce matin ....
03 mai 2009 ,Belledonne,Grésivaudan ,NE,45.3936,6.1279,45,,,,neant
03 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",E,44.8277,6.4844,40,,,,ras
02 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",E,44.8822,6.4431,40,,,,ras
03 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",S,44.91645,6.417239,45,,,, RAS
03 mai 2009 ,Ecrins,Oisans ,T,45.02064,6.369409,40,44.991776621004554,6.33288812785388,2575.7566210045666,néant
03 mai 2009 ,Vanoise,Tarentaise ,N,45.3811,06.7352,50,,,,RAS
03 mai 2009 ,Belledonne,Grésivaudan ,SW,45.14037,5.88762,35,,,,RAS
03 mai 2009 ,Vanoise,Tarentaise ,T,45.40838,6.66024,35,,,,RAS
03 mai 2009 ,Ecrins,Oisans ,T,44.93258,6.29254,45,,,,RAS
10 décembre 2008 ,Belledonne,Grésivaudan ,W,45.32596,6.047029,,,,,RAS
30 novembre 2008 ,Belledonne,Grésivaudan ,NE,45.265061,6.01509,30,,,,RAS
02 mai 2009 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,E,44.09194,7.35611,35,,,,"RAS, mais tout n'est pas encore purgé."
03 mai 2009 ,Belledonne,Grésivaudan ,W,45.2505,5.9930,35,,,,RAS
01 mai 2009 ,Alpes Grées N,Tarentaise ,SW,45.66283,6.79976,,,,,"RAS. Quelques petites plaques en versant E Italien après le col de Breuil. Versant E côté italien, sur un replat en remontant vers le somme, une plaque s'est affaisée sur elle même à notre passage."
03 mai 2009 ,Ecrins,Oisans ,NE,44.93258,6.29254,45,,,,"RAS sur l'itinéraire, vielles coulées dans toutes les pentes raides alentour "
01 mai 2009 ,Bornes - Aravis,Borne-Fier ,W,45.9489,06.5114,40,,,,RAS
03 mai 2009 ,Vanoise,Maurienne ,NW,45.2332,06.7421,50,,,,RAS
03 mai 2009 ,Valais W - Alpes Pennines W,Valais Central ,W,45.89956,7.204713,45,,,,"aucune activité observé, le couloir est goulottée, les contre pente en transfo(rive droite) ou poudreuse (rive gauche) à 12h ."
30 avril 2009 ,Bornes - Aravis,Borne-Fier ,N,45.9231,06.4836,35,,,,Rien de constater dans ces pentes tranquilles
03 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.12068,6.417346,45,45.082469841666665,6.455593343333336,2262.504166666666,RAS. D'anciennes coulées de neige lourde au niveau du cirque (très désagréable à la descente)
03 mai 2009 ,Ecrins,Champsaur ,T,44.6628,06.3179,45,,,,RAS
03 mai 2009 ,Ecrins,Oisans ,SE,45.02064,6.369409,35,,,,RAS
03 mai 2009 ,Grandes Rousses - Arves,Oisans ,S,45.0583,06.3162,50,,,,RAS
03 mai 2009 ,Lauzière - Cheval Noir,Tarentaise ,NE,45.4141,06.4791,40,45.39395737250005,6.422160732499999,2037.5435833333336,RAS . Quelques anciennes coulées superficielles qui ne gênaient pas la montée. 
02 mai 2009 ,Ecrins,"Haute Durance, Briançonnais ",N,45.0108,6.4660,40,,,,coulées de surface grasses
02 mai 2009 ,Corse,,N,42.25456,9.069911,35,,,,aucune
02 mai 2009 ,Mont Blanc,Vallée de l'Arve ,T,45.9784,6.9266,50,,,,ras
02 mai 2009 ,Grandes Rousses - Arves,Maurienne Oisans ,NE,45.2276,06.2029,30,45.186756295870175,6.169186608554578,2649.2741522806805,RAS.
02 mai 2009 ,Ecrins,Oisans ,NW,44.93258,6.29254,45,,,,RAS
02 mai 2009 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,T,44.09194,7.35611,50,,,," Coté sud, RAS, pas de coulées récentes, la remontée du vallon des fenestres coté italien est par contre sous les coulées continues , une toutes les 5 minutes, à l'heure où on l'a fait (13h à 14h)"
02 mai 2009 ,Ecrins,Champsaur ,SE,44.6891,06.1663,45,,,,ras
01 mai 2009 ,Ecrins,Oisans ,S,44.93258,6.29254,35,,,,ras
02 mai 2009 ,Ecrins,Oisans ,N,44.93258,6.29254,40,,,,RAS
02 mai 2009 ,Bornes - Aravis,Borne-Fier ,W,45.8028,06.3850,45,,,,"on a rien observé, juste que le couloir NE chauffe vraiment très vite et que 9h au pied,c'est dejà 2h trop tard ..."
02 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.12068,6.417346,45,,,,RAS
02 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.12068,6.417346,35,,,,"RAS sur la sortie, mais des traces de coulées un peu partout (dans la première pente vers les Mottets, au pied de la Clapière, puis dans les versants chauffés de la voie normale...)"
02 mai 2009 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,35,,,,"de nombreuses boules de purges ds toutes les pentes ""raides"" toutes orientations"
02 mai 2009 ,Belledonne,Grésivaudan ,NW,45.2620,6.0481,45,,,,RAS
01 mai 2009 ,Lauzière - Cheval Noir,Tarentaise ,SE,45.47123,6.41270,,,,,"RAS sur la sortie, mais des traces d'anciennes coulées sous le versant est du Rognolet, et sous la Pointe Saint Jacques"
02 mai 2009 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,"Sa à bien purgé dans tous les couloirs de la combe de Grand Sorbier, maintenant, presque plus rien à craindre."
02 mai 2009 ,Belledonne,Maurienne Oisans ,T,45.23974,6.17532,40,45.24738696349793,6.138490551831587,1500.4903846153845,"RAS, nombreuses traces de coulées de neige légère recente déjà transfo. La partie raide sous la breche du chien déjà completement transfomée partait plus iu moins sous les skis dans les conversions."
01 mai 2009 ,Grandes Rousses - Arves,Oisans ,T,45.0583,06.3162,45,,,,RAS
01 mai 2009 ,Ecrins,Oisans ,N,44.96308,6.17812,50,,,,RAS
01 mai 2009 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,,,,,néant
01 mai 2009 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.12068,6.417346,35,,,,"RAS, tout est purgé depuis quelques jours. Il reste quelques boules dans le couloir."
01 mai 2009 ,Ecrins,Oisans ,NW,44.93719,6.25524,45,,,,RAS
01 mai 2009 ,Ecrins,Oisans ,N,45.02064,6.369409,50,,,,"RAS, mais des sections très chargées à la montée sur le glacier sup. du Lautaret avant le rappel."
01 mai 2009 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,W,45.9693,06.8750,50,,,,ras
01 mai 2009 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,35,,,,"RAS. Aucune activité avalancheuse observée ce jour, neige dure en bas, neige légérement cartonnée au milieu, et poudre en haut."
01 mai 2009 ,Grandes Rousses - Arves,Maurienne ,SE,45.1212,06.4173,30,,,,RAS                                                                                                                                                                                                     
01 mai 2009 ,Ecrins,Oisans ,W,44.93258,6.29254,50,,,,RAS
01 mai 2009 ,Ecrins,Matheysine et périphériques ,W,44.88117,6.01657,40,,,,nombreuses coulées dans toutes les orientations.
01 mai 2009 ,Bornes - Aravis,Borne-Fier ,N,45.9231,06.4836,40,,,," la quasi totalité des pentes sous les sommets des combes (surtout celles orientées Ouest) sont faites de boules de neige, reste de coulées récentes"
01 mai 2009 ,Ecrins,Embrunais ,SE,44.64808,6.56669,35,,,,quelques coulées de la semaine. RAS aujourd'hui.                                                                       
01 mai 2009 ,Chablais - Faucigny,Faucigny ,NW,46.1613,06.5568,35,,,,ras
01 mai 2009 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",SE,44.85518,6.72729,40,,,,"RAS, anciennes purges et coulées de de surface en S et SE"
30 avril 2009 ,Cerdagne - Capcir - Conflent,,N,42.6233,2.0708,45,,,,"aucune coulée observée. Le manteau semble plutôt stable. Une couche de ""fraiche"" de 10cm repose sur un manteau bien tassé. Aucune cohésion entre les 2 couches."
30 avril 2009 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,30,,,,ras
30 avril 2009 ,Belledonne,Grésivaudan ,W,45.24319,5.979609,35,,,,RAS
30 avril 2009 ,Grandes Rousses - Arves,Maurienne ,N,45.2198,06.2170,40,,,,Petite plaque sous le sommet à la montée sous les skis mais rien de très gros. Entendu quelques avalanches en fin de rando vers 14h30. Manteau neigeux semble bien stabilisé. 
30 avril 2009 ,Ecrins,Champsaur ,N,44.6718,06.3242,30,44.65988181206158,6.332875964841735,2120.2899914456802,ras
30 avril 2009 ,Ecrins,Oisans ,S,44.93258,6.29254,35,,,,Rien ce jour                                                                                                                                                                                       
