date,massif,secteur,orientation,lat_depart,long_depart,pente_max,avg_lat,avg_long,avg_alt,activity
17 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,W,45.1725,6.4981,40,,,,Aucune. neige béton en versant ouest Nord et même Sud Ouest y compris après 11H00. Les versants O et N n'ont pas du bcp decailler
15 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",N,44.91645,6.417239,50,,,,ras
17 avril 2017 ,Ecrins,Champsaur ,S,44.83536,6.28220,40,,,,RAS
17 avril 2017 ,Grandes Rousses - Arves,Oisans ,T,45.1683,06.0948,35,,,,RAS
14 avril 2017 ,Alpes Grées S,Maurienne ,SW,45.3290,07.0110,40,45.31197599669355,7.074763415330047,2431.9064220183486,RAS.
17 avril 2017 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,30,45.92608701103307,6.512103483450346,1927.0700100300892,RAS
17 avril 2017 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,35,45.249869843599974,6.051491963400001,2040.8326352573959,Quelques vieilles plaques. Rien aujourd'hui.
16 avril 2017 ,Grand Paradis,Val d'Aoste ,T,45.5447,7.2123,30,,,,aucune
17 avril 2017 ,Alpes Grées S,Tarentaise ,NW,45.4497,07.0098,35,,,,ras
16 avril 2017 ,Alpes Grées N,Tarentaise ,W,45.4497,07.0098,30,,,,ras
15 avril 2017 ,Alpes Grées S,Tarentaise ,N,45.4497,07.0098,35,,,,ras
17 avril 2017 ,Belledonne,Oisans ,E,45.22446,6.139190,45,,,,"RAS, rien vu de particulier, il n'y a pas beaucoup de neige et c'est du solide vu les temperatures...au moins jusqu'à midi."
17 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,SW,44.18351,7.162377,40,,,,RAS
16 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",N,45.0108,6.4660,40,,,,ras .................................................................
17 avril 2017 ,Ecrins,Oisans ,N,44.98273,6.12020,40,,,,néant à part quelques coulées de fin de journée 
17 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",E,44.8822,6.4431,50,,,,RAS
17 avril 2017 ,Mont-Perdu - Gavarnie - Bigorre,,T,42.8775,-0.03720,35,42.856678767912086,-0.05804242255166172,2118.5321494140626,aucune activité observée pendant la rando
16 avril 2017 ,Préalpes de Digne,Haut-Verdon ,NE,44.24028,6.61639,30,,,,RAS                           
17 avril 2017 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,40,45.25383274885842,6.044165449771693,1866.3509893455112,RAS
16 avril 2017 ,Vanoise,Tarentaise ,N,45.3817,06.7153,30,,,,RAS
15 avril 2017 ,Alpes Grées N,Tarentaise ,T,45.5462,06.9133,40,,,,"RAS,  "
16 avril 2017 ,Ecrins,Champsaur ,SW,44.6937,06.3706,35,,,,RAS
15 avril 2017 ,Andorre - Ariège,,NW,42.65075,1.70305,50,,,,RAS
15 avril 2017 ,Ecrins,Champsaur ,N,44.6937,06.3706,45,,,,RAS
17 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",E,45.0108,6.4660,35,45.00752212220691,6.463968666448274,1678.7152562068964,RAS
16 avril 2017 ,Ecrins,Oisans ,E,45.02064,6.369409,50,,,,RAS
17 avril 2017 ,Ecrins,Oisans ,T,45.0422,6.3360,45,,,,ras
15 avril 2017 ,Ecrins,Oisans ,N,45.0101,06.2637,45,,,,grandes cassures du manteau sous la brèche du râteau est. Sinon ras
15 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,S,44.11996,7.27398,40,,,,neant
16 avril 2017 ,Valais W - Alpes Pennines W,Vallée de l'Arve ,T,45.9481,06.9602,45,,,,RAS
16 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",SE,44.91645,6.417239,45,,,,"Ras, bonne stabilité observée sur tout les versants..."
16 avril 2017 ,Alpes Grées S,Maurienne ,NW,45.3290,07.0110,45,,,,RAS ce jour...
15 avril 2017 ,Préalpes de Digne,Haut-Verdon ,NE,44.259,6.587,,,,,rien de récent
26 mars 2017 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,35,,,,Coulée dans la partie sud de la Grande Lance de Domène  RAS sur celle de la Croix
25 mars 2017 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,35,,,,RAS
16 avril 2017 ,Ecrins,Champsaur ,T,44.6970,06.3225,40,44.73328914311715,6.369572229429033,1489.9701492537313,ras sur le parcours
30 mars 2017 ,Mont Blanc,Vallée de l'Arve ,N,45.79597,6.71743,35,,,,RAS  tout avait déjà coulé
15 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,T,44.3214,6.8611,35,,,,RAS                                                                        
16 avril 2017 ,Queyras - Alpes Cozie N,Queyras ,N,44.82183,6.94309,30,44.80414953352393,6.96269344728391,2099.7930921052634,RAS 
16 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",E,44.91645,6.417239,45,,,,RAS mais des spins dans les faces N
15 avril 2017 ,Grand Paradis,Val d'Aoste ,T,45.58695,7.340725,35,,,,"Rien au cours du raid, nombreuses anciennes avalanches. Nous partions vers 6h30, arrivée aux refuges pour les pasta de midi, et pour éviter d'être en montagne par grosse chaleur "
11 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,T,44.11996,7.27398,45,,,,RAS
15 avril 2017 ,Belledonne,Grésivaudan ,E,45.14037,5.88762,45,,,,RAS
15 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,NE,45.18942,6.74586,50,,,,RAS
15 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.12068,6.417346,45,,,,ras
15 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",N,44.91645,6.417239,35,44.93028750348981,6.391367267950223,2574.6039603960394,ras
13 avril 2017 ,Grandes Rousses - Arves,Oisans ,T,45.1683,06.0948,35,,,,RAS
15 avril 2017 ,Belledonne,Grésivaudan ,NE,45.24319,5.979609,40,,,,pas d'activité récente 
15 avril 2017 ,Ecrins,Champsaur ,NE,44.6227,06.2279,,,,,RAS
15 avril 2017 ,Queyras - Alpes Cozie N,Queyras ,NW,44.69969,6.86596,35,,,,ras anciennes coulées
15 avril 2017 ,Queyras - Alpes Cozie N,Queyras ,N,44.65418,6.85015,45,,,,RAS
15 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,N,44.1933,7.1322,35,44.17637692405894,7.135760639443539,2289.128424363177,RAS
14 avril 2017 ,Mont Blanc,Valais Central ,NE,45.9332,07.0989,48,,,,RAS   Décaillage vers les midi  pour les futures DOLENTISTES soyez au sommet entre 11 et 11:30 pour être tranquille dans la sécu Pascale
15 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,SE,44.3214,6.8611,35,,,,ras ce jour
15 avril 2017 ,Grandes Rousses - Arves,Maurienne ,SE,45.1212,06.4173,30,,,,RAS
14 avril 2017 ,Ecrins,Oisans ,NE,44.93258,6.29254,40,,,,"quelques coulées des jours passés, un éboulement mi-neige mi-cailloux en Est, sinon rien, manteau apparemment très stable, et glacier vraiment bien bouché. "
15 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",SW,44.91645,6.417239,40,,,,RAS
15 avril 2017 ,Ecrins,Champsaur ,W,44.83536,6.28220,45,,,,RAS
14 avril 2017 ,Alpes Grées S,Maurienne ,SW,45.3290,07.0110,40,45.31197599669355,7.074763415330047,2431.9064220183486,néant sauf énormes coulées de printemps du Charbonnel
13 avril 2017 ,Alpes Grées N,Tarentaise ,W,45.60083,6.88833,35,,,,Rien à signaler
14 avril 2017 ,Lauzière - Cheval Noir,,W,,,35,,,,RAS ce jour et globalement peu de coulées dans le vallon ( ou alors des vieilles qui sont déjà bien fondues !)
14 avril 2017 ,Belledonne,Oisans ,T,45.22446,6.139190,35,,,,ras
14 avril 2017 ,Ecrins,Oisans ,N,44.95255,6.17686,45,,,,"RAS,quelque purges en versants chauds"
13 avril 2017 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,45,,,,RAS
08 avril 2017 ,Mont Blanc,Vallée de l'Arve ,N,45.9784,6.9266,55,,,,Nada
14 avril 2017 ,Ecrins,Oisans ,N,44.93258,6.29254,50,,,,ras
12 avril 2017 ,Mont Blanc,Vallée de l'Arve ,W,45.9784,6.9266,45,,,,ras
13 avril 2017 ,Mont Blanc,Vallée de l'Arve ,NE,45.9784,6.9266,50,,,, léger sluff causé par le vent sinon RAS
13 avril 2017 ,Mont Blanc,Valais Central ,S,45.9332,07.0989,45,45.92076561000002,7.082658533999998,1955.7972934580018,Néant.
13 avril 2017 ,Vanoise,Tarentaise ,S,45.3811,06.7352,,,,,RAS
09 avril 2017 ,Taillefer - Matheysine,Matheysine et périphériques ,T,45.0323,05.8576,35,,,,RAS
13 avril 2017 ,Vanoise,Maurienne ,W,45.23056,6.67333,45,,,,ras
13 avril 2017 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,40,45.16994238723128,5.9110239393647745,1597.8564966313768,ras
13 avril 2017 ,Ecrins,Oisans ,NE,44.93258,6.29254,45,,,,ras
09 avril 2017 ,Mont Blanc,Vallée de l'Arve ,W,45.9784,6.9266,30,,,,Néant...                                                                                                          
13 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.12068,6.417346,35,,,,RAS
13 avril 2017 ,Alpes Grées N,Tarentaise ,NW,45.60083,6.88833,50,,,,RAS
13 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.2067,6.8448,45,,,,RAS
13 avril 2017 ,Alpes Grées S,Maurienne ,NW,45.2895,06.9148,35,45.28311310094779,6.94611516199705,2151.0526315789475,neant
13 avril 2017 ,Belledonne,Grésivaudan ,N,45.1870,5.8994,50,45.1759629507389,5.920524445812807,1723.5086206896551,"RAS, vieilles purges dans le haut de la face."
12 avril 2017 ,Grandes Rousses - Arves,Maurienne ,E,45.2058,06.4194,30,,,,"Aucune. Manteau bien stabilisé. En versant N et W Grande Chible , de belles traces ""poudre"". Je n'ai pas eu le temps d'aller tester mais cela sentait bon"
13 avril 2017 ,Belledonne,Grésivaudan ,T,45.2620,6.0481,45,,,,ras
12 avril 2017 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",S,44.74861,6.66,37,,,,RAS
12 avril 2017 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,30,,,,aucune
12 avril 2017 ,Beaufortain,Beaufortain ,T,45.7072,06.4630,40,,,,rien vu
12 avril 2017 ,Préalpes de Digne,,NE,,,40,,,,rien de récent
12 avril 2017 ,Vanoise,Tarentaise ,T,45.3811,06.7352,35,45.385029677740874,6.773671149501659,2424.160465116281,ras
12 avril 2017 ,Bornes - Aravis,Borne-Fier ,NW,45.90293,006.4261,30,,,,RAS
12 avril 2017 ,Alpes Grées S,Maurienne ,N,45.3738,07.0528,40,,,,ras
12 avril 2017 ,Lauzière - Cheval Noir,Tarentaise ,NW,45.47123,6.41270,50,,,,Rien de rien
11 avril 2017 ,Alpes Grées S,Maurienne ,NW,45.3290,07.0110,40,,,,ras
10 avril 2017 ,Alpes Grées S,Maurienne ,NE,45.3738,07.0528,40,,,,ras
09 avril 2017 ,Alpes Grées S,Maurienne ,NW,45.3738,07.0528,40,,,,ras
08 avril 2017 ,Alpes Grées S,Maurienne ,E,45.3738,07.0528,50,,,,ras
08 avril 2017 ,Alpes Grées S,Tarentaise ,N,45.4497,07.0098,25,,,,ras
12 avril 2017 ,Ecrins,Oisans ,E,45.02064,6.369409,50,,,,RAS
12 avril 2017 ,Grandes Rousses - Arves,Maurienne Oisans ,NE,45.2276,06.2029,30,45.186756295870175,6.169186608554578,2649.2741522806805,Aucune activité avalancheuse observée
12 avril 2017 ,Belledonne,Oisans ,T,45.22446,6.139190,35,,,,néant
09 avril 2017 ,Mont-Perdu - Gavarnie - Bigorre,,T,42.76007,-0.23327,35,,,,ras
12 avril 2017 ,Queyras - Alpes Cozie N,Queyras ,N,44.7569,06.9926,48,,,,RAS
12 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.12068,6.417346,45,45.082469841666665,6.455593343333336,2262.504166666666,RAS
11 avril 2017 ,Couserans - Catalogne Ouest,,SE,42.73015,0.96783,30,,,,qqs wouff à la remontée du Cap des Closss en versant Nord mais rien de plus
11 avril 2017 ,Grandes Rousses - Arves,Oisans ,T,45.1683,06.0948,45,,,,RAS
11 avril 2017 ,Ecrins,Oisans ,SE,45.02064,6.369409,35,,,,"Quelques purges plein Sud au-dessus du Glacier de la Plate des Agneaux dans l'après-midi, une grosse purge en Nord également dans l'après-midi, sinon RAS"
11 avril 2017 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,N,44.48473,6.55066,35,44.46073121807226,6.546364778313257,2216.5542168674697,aucune
10 avril 2017 ,Navarre - Béarn,,NW,42.86422,-0.39269,45,,,,ras
11 avril 2017 ,Ecrins,"Oisans Haute Durance, Briançonnais ",N,45.0332,6.4037,40,45.01756517216563,6.399920679007967,220.73164444444444,ras
08 avril 2017 ,Mont-Perdu - Gavarnie - Bigorre,,T,42.76007,-0.23327,25,,,,ras
10 avril 2017 ,Ecrins,Oisans ,NE,45.02064,6.369409,40,,,,RAS 
07 avril 2017 ,Mont-Perdu - Gavarnie - Bigorre,,T,42.76007,-0.23327,30,,,,ras
08 avril 2017 ,Grandes Rousses - Arves,Oisans ,T,45.1576,06.0777,40,,,,RAS
09 avril 2017 ,Grandes Rousses - Arves,Maurienne ,SE,45.1212,06.4173,30,,,,coulées l'après-midi dans les couloirs descendant de l'Aiguille de l'Argentière. RAS sur l'itinéraire de l'Aiguille de l'Epaisseur et du col de Petit Jean.
08 avril 2017 ,Ecrins,Champsaur ,NE,44.6937,06.3706,30,,,,néant
10 avril 2017 ,Alpes Grées N,Tarentaise ,W,45.4497,07.0098,30,,,,aucune mais de grosses coulées antérieures
11 avril 2017 ,Queyras - Alpes Cozie N,Queyras ,NW,44.69759,6.85885,33,,,,"anciennes coulées, RAS"
11 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",E,44.8277,6.4844,40,,,,RAS
11 avril 2017 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,NE,46.0048,06.6903,40,,,,"RAS, mais de belles coulées provenant de la tête de barmerousse surplombant la combe: attention quand même car il reste des corniches."
11 avril 2017 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",N,44.87161,6.63297,37,,,,RAS (deux anciennes purges dans la Combe Eyraute)
09 avril 2017 ,Devoluy,Devoluy ,N,44.6656,05.9468,35,44.641148048096206,5.92511365931863,2123.3426853707415,ras
09 avril 2017 ,Tessin W - Conches,,T,,,35,,,,Rien de récent
11 avril 2017 ,Sierra Nevada (USA),,N,38.72647,-119.954,30,,,,RAS
09 avril 2017 ,Ecrins,Oisans ,N,45.0101,06.2637,45,,,,Rien observé
09 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.1704,06.6515,35,,,, quelques escargots et quelques petites coulées en faces Est raides en début d'après-midi. Quelques accumulations de neige poudreuse assez légère (40 à 70 cm) en orientations Nord sous le Pic du Thabor.
09 avril 2017 ,Alpes Grées S,Tarentaise ,NW,45.4497,07.0098,35,,,,ras
10 avril 2017 ,Belledonne,Grésivaudan ,T,45.1870,5.8994,40,45.17358119772075,5.941328950427351,2010.2619943019959,RAS ce jour et rien vu de récent... 
10 avril 2017 ,Belledonne,Grésivaudan ,N,45.33579,6.11992,45,,,,RAS
08 avril 2017 ,Mont Blanc,Vallée de l'Arve ,T,45.81234,6.73045,40,45.796641866666654,6.746140911111111,1885.632493772223,RAS
10 avril 2017 ,Ecrins,Champsaur ,NW,44.83536,6.28220,50,,,,RAS
09 avril 2017 ,Vanoise,Maurienne ,T,45.2332,06.7421,40,,,,Rien observé de récent sur et à proximité de l'itinéraire
10 avril 2017 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,40,,,,RAS
09 avril 2017 ,Vanoise,Tarentaise ,NE,45.5446,06.8994,,,,,rien vu
07 avril 2017 ,Tessin W - Conches,,SE,,,40,,,,"quelques boules qui partent, mais rien de gros."
09 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.12068,6.417346,45,,,,RAS
09 avril 2017 ,Vanoise,Tarentaise ,NE,45.4590,06.7442,35,,,,ras
09 avril 2017 ,Ecrins,Oisans ,T,44.93258,6.29254,45,,,,RAS
09 avril 2017 ,Taillefer - Matheysine,Matheysine et périphériques ,T,45.0323,05.8576,45,,,,Rien vu
07 avril 2017 ,Ecrins,Oisans ,NW,45.02064,6.369409,45,,,,rien.
09 avril 2017 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",NE,45.01942,6.606645,30,,,,nulle
09 avril 2017 ,Ecrins,Oisans ,S,44.93258,6.29254,45,,,,"RAS, qlq purges versants ensoleillés"
09 avril 2017 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,N,44.54781,6.62473,,44.530290389189176,6.631571575675676,-9999.0,ras.
09 avril 2017 ,Alpes Grées S,Maurienne ,NE,45.3738,07.0528,50,,,,RAS - tout ce qui devait tomber est tombé !
09 avril 2017 ,Bornes - Aravis,Borne-Fier ,W,45.8028,06.3850,45,,,,RAS
09 avril 2017 ,Alpes Grées S,Maurienne ,N,45.3738,07.0528,45,,,,une ancienne énorme avalanche dévastatrice en travers de la route de l' Ecot. Sinon RAS sur l' itinéraire
09 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",T,44.9704,6.4998,50,,,,"ras, hormis des vieilles purges par-ci par-là."
09 avril 2017 ,Lauzière - Cheval Noir,Tarentaise ,T,45.4182,06.4678,50,45.40359509692308,6.426681699999994,2004.1566153846143,aucune
09 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,N,44.3214,6.8611,35,,,,"RAS, des coulées de purges dans les versants Sud raides"
08 avril 2017 ,Mont Blanc,Vallée de l'Arve ,NE,45.8791,6.8870,35,,,,ras
09 avril 2017 ,Vanoise,Tarentaise ,N,45.3682,06.5846,35,,,,RAS sur itinéraire
08 avril 2017 ,Mont Blanc,Val d'Aoste ,SW,45.83065,6.98606,50,,,,RAS
09 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,,T,44.24439,7.786560,40,,,,rien
09 avril 2017 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,T,44.48473,6.55066,40,44.466371805128205,6.555050535897435,-9999.0,rien vu bouger aujourd'hui.
09 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.12068,6.417346,35,,,,rien 
09 avril 2017 ,Taillefer - Matheysine,Matheysine et périphériques ,N,45.0101,05.8865,45,,,,quelques petites coulées contrôlées déclenchées dans des ressauts à la descente. Grosses coulées observées sur des versants raides avec la chaleur (orientations N. à N.O.). 
09 avril 2017 ,Valais W - Alpes Pennines W,Valais Central ,SW,45.89956,7.204713,50,,,,RAS
09 avril 2017 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,35,,,,néant
09 avril 2017 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,T,44.53166,6.70144,45,,,,RAS
09 avril 2017 ,Ecrins,Oisans ,N,45.02064,6.369409,48,,,,ras
09 avril 2017 ,Mont-Perdu - Gavarnie - Bigorre,,N,42.72906,-0.02971,30,,,,RAS
08 avril 2017 ,Belledonne,Maurienne ,N,45.28305,6.21008,45,,,,RAS
09 avril 2017 ,Vanoise,Maurienne ,T,45.2332,06.7421,35,,,,Aucune activité avalancheuse observée
09 avril 2017 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,35,45.249869843599974,6.051491963400001,2040.8326352573959,ras
09 avril 2017 ,Ecrins,Oisans ,S,44.93258,6.29254,35,,,,RAS                                                                                                    
09 avril 2017 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,NE,44.53166,6.70144,30,,,,ras
09 avril 2017 ,Navarre - Béarn,,T,42.78172,-0.4089,30,,,,"aucune  durant la journée, quelques traces de coulées"
08 avril 2017 ,Belledonne,Grésivaudan ,NW,45.2505,5.9930,40,45.23897359406628,6.009816179930189,1855.2523238108195,rien vu sur ce qu'il reste de neige...
09 avril 2017 ,Ecrins,Champsaur ,NW,44.83536,6.28220,50,,,,Rien observé
09 avril 2017 ,Ecrins,Champsaur ,N,44.6227,06.2279,40,,,,quelques purges de la veille sous la crête de Bonaparré sinon RAS à ces heures.
09 avril 2017 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,35,,,,RAS
08 avril 2017 ,Beaufortain,,T,,,40,,,,rien vu d'inquiétant
09 avril 2017 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,T,44.3214,6.8611,35,,,,Une plaque orienté est à céder derrière nous dans une contre pente à 11h
09 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",NE,44.833,06.566,45,,,,Traces anciennes coulée sinon RAS ce jour
09 avril 2017 ,Bornes - Aravis,Borne-Fier ,NW,45.910723,6.46670,35,,,,RAS
09 avril 2017 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,40,45.25383274885842,6.044165449771693,1866.3509893455112,"RAS ce jour, toujours de résidus de bonnes cassures dans les pentes un peu plus raides, avec boules dessous"
08 avril 2017 ,Vanoise,Tarentaise ,N,45.4590,06.7442,50,,,,"jusqu'au col de la grande casse rien, risque 1. Beaucoup de sluff dans la face nord, mais la neige est stable, poudreuse dense. "
08 avril 2017 ,Belledonne,Oisans ,E,45.20321,6.04034,50,45.189202580487816,6.014418140069683,1815.0734494773512,RAS
08 avril 2017 ,Valais W - Alpes Pennines W,Valais Central ,NE,45.9260,07.0972,43,,,,ras
19 mars 2017 ,Vanoise,Tarentaise ,T,45.3811,06.7352,35,,,,"RAS après 10 jours de beau temps, c'est stable, pas de stress sur cet itinéraire..."
08 avril 2017 ,Ecrins,"Haute Durance, Briançonnais ",N,44.91645,6.417239,35,44.93028750348981,6.391367267950223,2574.6039603960394,Rien vu
08 avril 2017 ,Andorre - Ariège,,T,42.71051,01.42587,40,,,,néant
07 avril 2017 ,îles Lofoten/Vesterolen,,E,68.09019,13.13905,30,,,,aucune
06 avril 2017 ,Vanoise,Tarentaise ,T,45.3811,06.7352,35,45.385029677740874,6.773671149501659,2424.160465116281,RAS
08 avril 2017 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,N,44.48473,6.55066,35,44.46073121807226,6.546364778313257,2216.5542168674697,"neant, mais la neige s'humidifie avec cette chaleur!"
08 avril 2017 ,Vanoise,Tarentaise ,S,45.41861,6.65306,,,,,RAS
08 avril 2017 ,Mont Blanc,Vallée de l'Arve ,NE,45.9784,6.9266,50,,,,RAS
08 avril 2017 ,Vanoise,Tarentaise ,N,45.3811,06.7352,40,,,,ras
08 avril 2017 ,Belledonne,Grésivaudan ,S,45.1870,5.8994,30,,,,RAS
08 avril 2017 ,Mont Blanc,Vallée de l'Arve ,W,45.9784,6.9266,30,,,,RAS 
08 avril 2017 ,Lauzière - Cheval Noir,Tarentaise ,E,45.47123,6.41270,43,,,,RAS
08 avril 2017 ,Lauzière - Cheval Noir,,T,,,40,45.401672749709505,6.397914182785118,2221.8076923076924,Ras ce jour et pas tant de coulées rencontrées sur la sortie... Seulement vers la face Est de la Pointe du Mont du Fût provenant de rocher (en rive gauche)
08 avril 2017 ,Cerces - Thabor - Mont Cenis,Maurienne ,T,45.12068,6.417346,40,,,,ras
08 avril 2017 ,Grandes Rousses - Arves,"Haute Durance, Briançonnais ",SE,45.0423,06.4177,,45.054106868055534,6.403056887499999,2413.547153048612,RAS
08 avril 2017 ,Alpes Grées N,Tarentaise ,T,45.4823,06.9473,40,,,,ras
08 avril 2017 ,Belledonne,Grésivaudan ,N,45.28252,6.074538,30,45.26431419880862,6.084586419728,1744.4073333333333,RAS
08 avril 2017 ,Ubaye - Parpaillon - Alpes Cozie S,Ubaye ,S,44.39083,6.7775,35,,,,ras.............................................................................
08 avril 2017 ,Queyras - Alpes Cozie N,Queyras ,NW,44.67078,6.73274,30,,,,"Ras, des escargots à la fin de la descente"
08 avril 2017 ,Ecrins,Matheysine et périphériques ,N,44.88117,6.01657,45,,,,RAS
08 avril 2017 ,Queyras - Alpes Cozie N,Queyras ,N,44.62375,6.80815,50,,,,RAS
08 avril 2017 ,Vanoise,Maurienne ,E,45.2332,06.7421,40,,,,Aucune activité avalancheuse observée
07 avril 2017 ,Mont Blanc,Vallée de l'Arve ,NW,45.9018,06.8606,35,,,,"Rien de type avalancheux. Il y a des accumulations liées au vent dans la face Nord, attention ! Chute de séracs régulières un peu partout (entendues le matin lors de notre traversée jusqu'à la Jonction)"
07 avril 2017 ,Mont Blanc,Vallée de l'Arve ,NE,45.9784,6.9266,50,,,,ras
07 avril 2017 ,Ecrins,Champsaur ,N,44.84137,6.28146,55,,,,ras
07 avril 2017 ,Alpes Grées S,Maurienne ,SW,45.3150,6.9951,30,,,,RAS
