date,massif,secteur,orientation,lat_depart,long_depart,pente_max,avg_lat,avg_long,avg_alt,activity
28 fevrier 2008 ,Alpes Grées N,Tarentaise ,SW,45.4497,07.0098,40,,,,RAS sur l'itinéraire du fait de la limite pluie/neige. Grosses coulées au dessus de Seez visibles depuis la route nationale.
02 mars 2008 ,Ecrins,"Haute Durance, Briançonnais ",S,45.0108,6.4660,45,,,,RAS
02 mars 2008 ,Ecrins,"Oisans Haute Durance, Briançonnais ",N,45.0332,6.4037,40,45.02168805660378,6.411802603773584,2555.811320754717,RAS
02 mars 2008 ,Devoluy,Devoluy ,N,44.6656,05.9468,35,44.641148048096206,5.92511365931863,2123.3426853707415,Néant
01 mars 2008 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",N,45.0181,06.4663,50,,,,RAS
02 mars 2008 ,Bornes - Aravis,Borne-Fier ,N,45.9231,06.4836,40,,,,"RAS en-dessus de 2000m. Plus bas, il faut éviter les pentes un peu raides car le manteau neigeux est bien pourri. On a fait partir une petite avalanche de neige humide en dessus de Paccaly d'en Haut (sans conséquence)."
28 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,N,44.62375,6.80815,50,,,,RAS
02 mars 2008 ,Belledonne,Grésivaudan ,NE,45.28252,6.074538,,45.26346796263506,6.1056592749538465,1586.6521739130435,RAS
28 fevrier 2008 ,Ubaye - Parpaillon - Alpes Cozie S,Val Varaita ,N,44.57460,6.976511,30,,,,RAS (ancienne coulée au départ de la Valle di Traversagn)
02 mars 2008 ,Belledonne,Maurienne ,S,45.31620,6.25053,,,,,neant
02 mars 2008 ,Belledonne,Grésivaudan ,S,45.1870,5.8994,30,,,,traversee d une coulee tres ancienne vers 1800; Aucune autre activité avalancheuse observée.
26 fevrier 2008 ,Ecrins,"Haute Durance, Briançonnais ",N,44.8277,6.4844,40,,,,RAS
27 fevrier 2008 ,Ubaye - Parpaillon - Alpes Cozie S,Val Varaita ,NW,44.57460,6.976511,35,,,,RAS
29 fevrier 2008 ,Ecrins,"Haute Durance, Briançonnais ",E,44.8552,06.4803,30,,,,RAS
26 fevrier 2008 ,Alpes Grées S,Maurienne ,NW,45.2895,06.9148,35,45.28311310094779,6.94611516199705,2151.0526315789475,RAS
25 fevrier 2008 ,Queyras - Alpes Cozie N,Val de Suze ,NW,44.91889,6.82556,35,,,,RAS
24 fevrier 2008 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",N,45.0181,06.4663,35,,,,RAS
01 mars 2008 ,Ecrins,Oisans ,NE,44.93536,6.19994,50,,,,"Rien, mais faudrait mieux pas s'aventurer dans les pentes raides sous 2000 m"
24 fevrier 2008 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,NW,46.0211,6.6899,35,,,,RAS
27 fevrier 2008 ,Ecrins,"Haute Durance, Briançonnais ",E,44.7097,06.5693,35,,,,RAS
23 fevrier 2008 ,Ecrins,"Haute Durance, Briançonnais ",N,44.87937,6.589897,45,,,,RAS
28 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,NW,44.71893,6.90379,35,,,,néant
26 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,NW,44.69759,6.85885,33,,,,néant
24 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,N,44.71893,6.90379,,,,,néant 
24 fevrier 2008 ,Ecrins,"Haute Durance, Briançonnais ",S,44.9011,6.4929,50,,,,RAS
01 mars 2008 ,Devoluy,Devoluy ,E,44.7356,05.8852,35,44.74418239612407,5.858749588372092,1806.9624806201584,nada
23 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,Aucune
29 fevrier 2008 ,Belledonne,Grésivaudan ,SW,45.14037,5.88762,35,,,,"Néant avec 2 m de visi, mais avec cette chaleur, ca a du coulé !"
29 fevrier 2008 ,Grandes Rousses - Arves,Oisans ,SE,45.1683,06.0948,42,,,,ras
29 fevrier 2008 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,T,44.48473,6.55066,40,,,,ras
29 fevrier 2008 ,Devoluy,Devoluy ,E,44.7356,05.8852,35,44.74418239612407,5.858749588372092,1806.9624806201584,ras
28 fevrier 2008 ,Belledonne,Maurienne ,T,45.37180,6.25654,35,,,,aucune.
21 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,W,44.82183,6.94309,32,,,,RAS
20 fevrier 2007 ,Beaufortain,Beaufortain ,E,45.6756,06.5784,35,,,,aucune
21 fevrier 2007 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,30,,,,aucune
15 janvier 2005 ,Bornes - Aravis,Val d'Arly ,W,45.8794,06.5246,30,,,,Aucune
28 fevrier 2008 ,Belledonne,Maurienne ,N,45.29037,6.21708,50,45.30044507898815,6.1750937456598765,1594.84,neant
28 fevrier 2008 ,Beaufortain,Beaufortain ,SW,45.6756,06.5784,30,,,,aucune
28 fevrier 2008 ,Belledonne,Grésivaudan ,N,45.33579,6.11992,50,,,,ras
28 fevrier 2008 ,Belledonne,Grésivaudan ,E,45.14037,5.88762,45,,,,RAS
24 fevrier 2008 ,Ecrins,Matheysine et périphériques ,SW,44.9375,5.9781,45,,,,ras
28 fevrier 2008 ,Belledonne,Grésivaudan ,SW,45.28252,6.074538,30,,,,"RAS pour ce jour mais de grosses coulées sur le flanc gauche de la combe, plus de nombreuses boules dans la pente."
28 fevrier 2008 ,Ecrins,"Haute Durance, Briançonnais ",E,44.7421,06.4896,40,,,,Aucune
27 fevrier 2008 ,Ecrins,Champsaur ,SE,44.6937,06.3706,,,,,Aucune
25 fevrier 2008 ,Chablais - Faucigny,Faucigny ,N,46.1441,06.5907,40,,,,RAS
28 fevrier 2008 ,Lauzière - Cheval Noir,Maurienne ,SE,45.4230,6.3596,35,,,,"de nombreux plis, bosses, trous et boules en face sud. Ce jour malgrés tout aucune coulée."
28 fevrier 2008 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,N,46.0048,06.6903,35,,,,ras
28 fevrier 2008 ,Belledonne,Grésivaudan ,NW,45.28252,6.074538,,,,,RAS
28 fevrier 2008 ,Ecrins,Embrunais ,N,44.6153,06.3335,30,,,,RAS. Une plaque descendue récemment sous le sommet. Stabilité ailleurs. 
22 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,N,45.47123,6.41270,30,45.467261495103266,6.387576419101878,1715.4545454545455,aucune
01 janvier 2008 ,Beaufortain,Tarentaise ,W,45.5590,06.5241,35,45.560727082974424,6.54609181403697,1837.3541960697723,Aucune
19 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,NE,44.69759,6.85885,30,,,,RAS
27 fevrier 2008 ,Belledonne,Grésivaudan ,S,45.1870,5.8994,30,,,,"rien à signaler, tout semble bien purgé, de nombreuses boules sous les couloirs"
21 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,,,,,néant
18 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,,,,,néant
27 fevrier 2008 ,Ubaye - Parpaillon - Alpes Cozie S,Embrunais ,T,44.48473,6.55066,45,,,,RAS
03 janvier 2008 ,Beaufortain,Beaufortain ,N,45.7072,06.4630,30,,,,aucune
23 fevrier 2008 ,Mercantour - Alpes Maritimes Italiennes,Tinée ,NW,44.28341,6.866776,35,44.27036302898937,6.868767228660872,1988.1765668676326,RAS
24 fevrier 2008 ,Haut Giffre - Aiguilles Rouges,Bas Valais - Chablais Vaudois ,NW,46.1631,06.8609,35,,,,"Aucune, mais il faut être bien méfiant sur les pentes que l'on traverse sous le sommet."
24 fevrier 2008 ,Ecrins,"Haute Durance, Briançonnais ",SE,44.7588,6.5291,30,,,,RAS
26 fevrier 2008 ,Devoluy,Devoluy ,E,44.6656,05.9468,35,,,,RAS
24 fevrier 2008 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",T,45.0181,06.4663,45,,,,RAS
24 fevrier 2008 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,45,,,,RAS
26 fevrier 2008 ,Grandes Rousses - Arves,Maurienne ,SE,45.1212,06.4173,30,,,,ras
22 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,N,45.47123,6.41270,30,45.467261495103266,6.387576419101878,1715.4545454545455,ras
26 fevrier 2008 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,T,45.9693,06.8750,40,,,,"Nulle ce jour, nombreuses purges des versants ensoleillés."
26 fevrier 2008 ,Bornes - Aravis,Borne-Fier ,NE,45.8467,06.3151,35,,,,"rien à signaler sur la Tournette. Par contre, une belle coulée dans la combe W du Charvin, je ne sais pas de quand elle date."
16 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.12585,5.87897,,,,,néant
24 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.1870,5.8994,40,45.16994238723128,5.9110239393647745,1597.8564966313768,RAS
22 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,N,44.7334,6.8353,40,,,,RAS
24 fevrier 2008 ,Corse,,T,42.07729,9.147030,50,42.06349077105265,9.13433006403509,2071.7531395614033,RAS
25 fevrier 2008 ,Taillefer - Matheysine,Matheysine et périphériques ,S,45.0101,05.8865,35,,,,"Grosse coulée de fond observée sur le versant surplombant le col d'Ornon... Sinon, rien d'autre dans le secteur."
24 fevrier 2008 ,Préalpes de Digne,,T,44.35917,6.38028,35,,,,Néant
25 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,E,45.4991,06.4317,35,,,,RAS
25 fevrier 2008 ,Mercantour - Alpes Maritimes Italiennes,Val Gesso et Vermenagna (Alpi Marittime) ,W,44.19955,7.591080,35,,,,"néant, tout est bien stabilisé, neige de printemps dans les versants exposés au soleil , parfois de la poudre dans les versants qui ont peu vu celui-ci, en fait conditions idéales actuellement mais coutaux recommandés."
25 fevrier 2008 ,Chartreuse,Chartreuse ,SW,45.33112,5.84682,35,,,,RAS
23 fevrier 2008 ,Belledonne,Grésivaudan ,NE,45.24319,5.979609,40,,,,aucune
24 fevrier 2008 ,Taillefer - Matheysine,Matheysine et périphériques ,W,44.9728,05.8252,,44.97776121090911,5.843565025454547,1919.2861999999986,RAS
24 fevrier 2008 ,Bornes - Aravis,Borne-Fier ,NW,45.9231,06.4836,30,,,,aucune - neige transformée/glacée sur le tiers du bas puis bien stabilisée mais agréable plus haut dans le vallon et jusqu'au col. 
23 fevrier 2008 ,Ecrins,Matheysine et périphériques ,NE,44.8596,6.0519,35,,,,RAS
24 fevrier 2008 ,Devoluy,Devoluy ,SE,44.6719,05.8567,35,,,,rien de neuf
23 fevrier 2008 ,Préalpes de Digne,Ubaye ,E,44.35639,6.48417,32,,,,"néant, même si les faces au soleil s'humidifient très fortement!"
24 fevrier 2008 ,Cerces - Thabor - Mont Cenis,Maurienne ,N,45.16170,6.494550,45,,,,Rien a signaler mise a part quelques coulées en versant sud.
23 fevrier 2008 ,Cerces - Thabor - Mont Cenis,Maurienne ,W,45.1725,6.4981,,,,,"Quelques coulées en pentes S, mais rien de bien mechant"
23 fevrier 2008 ,Corse,,T,42.07729,9.147030,50,42.06349077105265,9.13433006403509,2071.7531395614033,aucune
22 fevrier 2008 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",N,45.01556,6.63861,35,,,,néant
22 fevrier 2008 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,N,46.0048,06.6903,30,,,,RAS
24 fevrier 2008 ,Belledonne,Grésivaudan ,NE,45.43083,6.18167,45,,,,RAS
19 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.24319,5.979609,35,,,,néant
21 fevrier 2008 ,Cerces - Thabor - Mont Cenis,"Haute Durance, Briançonnais ",NW,45.01942,6.606645,25,,,,néant
24 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,RAS
24 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,SE,45.4991,06.4317,32,,,,RAS
24 fevrier 2008 ,Mercantour - Alpes Maritimes Italiennes,Ubaye ,SW,44.31188,6.739082,40,,,,RAS
24 fevrier 2008 ,Belledonne,Maurienne ,SE,45.31620,6.25053,80,,,,RAS
24 fevrier 2008 ,Devoluy,Devoluy ,T,44.6656,05.9468,40,,,,RAS 
24 fevrier 2008 ,Grandes Rousses - Arves,Maurienne ,SE,45.1212,06.4173,20,,,,"RAS, des plus ou moins vieilles coulées en face Sud et surtout Est mais pas sur l'itinéraire"
24 fevrier 2008 ,Bornes - Aravis,Borne-Fier ,NW,45.8028,06.3850,35,,,,aucune
24 fevrier 2008 ,Cerdagne - Capcir - Conflent,,T,42.64970,02.07807,50,,,,néant
22 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,NE,45.4141,06.4791,40,45.39395737250005,6.422160732499999,2037.5435833333336,"Néant, quelques vieilles coulées dans les pentes EST pentues."
24 fevrier 2008 ,Belledonne,Maurienne ,N,45.3863,6.2342,50,,,,"une petite coulée de neige lourde observée (de près pour Louis...) sous la face N, dans une pente surchauffée. Rien d'autre à signaler."
19 fevrier 2008 ,Ecrins,Champsaur ,N,44.6628,06.3179,35,,,,néant
21 fevrier 2008 ,Ecrins,Champsaur ,S,44.6970,06.3225,,,,,néant
23 fevrier 2008 ,Ecrins,Champsaur ,S,44.6891,06.1663,30,,,,néant
24 fevrier 2008 ,Queyras - Alpes Cozie N,"Haute Durance, Briançonnais ",N,44.85518,6.72729,50,,,,RAS
24 fevrier 2008 ,Devoluy,Devoluy ,E,44.7203,05.8807,35,,,,néant
24 fevrier 2008 ,Chartreuse,Chartreuse ,T,45.39988,5.79938,35,,,,aucune
24 fevrier 2008 ,Haut Giffre - Aiguilles Rouges,Vallée de l'Arve ,NW,46.0192,06.9198,50,,,,Nulle
24 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,E,45.4991,06.4317,35,,,,néant
24 fevrier 2008 ,Belledonne,Grésivaudan ,SW,45.1870,5.8994,30,,,,Aucune
24 fevrier 2008 ,Vercors,Trièves Dévoluy ,E,45.0189,05.6130,40,,,,aucune
24 fevrier 2008 ,Belledonne,Grésivaudan ,W,45.14037,5.88762,45,,,,RAS
24 fevrier 2008 ,Belledonne,Maurienne ,S,45.29037,6.21708,35,,,,RAS                                       
24 fevrier 2008 ,Belledonne,Grésivaudan ,T,45.24319,5.979609,30,,,,aucune
23 fevrier 2008 ,Belledonne,Grésivaudan ,NE,45.3936,6.1279,45,,,,RAS
20 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,N,44.69969,6.86596,40,,,,RAS
22 fevrier 2008 ,Beaufortain,Beaufortain ,E,45.6745,06.5436,40,,,,ras
23 fevrier 2008 ,"Cascades (USA, Nord-Ouest)",,W,47.42617,-121.416,40,,,,RAS
23 fevrier 2008 ,Bauges,Bauges ,W,45.73372,6.16853,40,,,,Aucune
21 fevrier 2008 ,Vercors,Trièves Dévoluy ,E,44.8924,05.5480,45,,,,Néant
19 fevrier 2008 ,Vanoise,Tarentaise ,W,45.3811,06.7352,30,,,,RAS. Des plaques sont néanmoins en cours de formation contre les versants N rencontrés.
23 fevrier 2008 ,Bornes - Aravis,Borne-Fier ,T,45.9774,06.4691,40,,,,RAS
18 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,W,44.72739,6.87546,35,,,,Rien  
22 fevrier 2008 ,Vercors,Trièves Dévoluy ,T,44.8596,05.5588,35,,,,Néant.
23 fevrier 2008 ,Belledonne,Maurienne ,S,45.37180,6.25654,38,,,,Néant
22 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,N,44.65054,6.79287,40,,,,Ras
16 fevrier 2008 ,Mercantour - Alpes Maritimes Italiennes,Vésubie ,T,44.11996,7.27398,30,,,,RAS
23 fevrier 2008 ,Ecrins,Champsaur ,N,44.7471,06.1226,45,,,,RAS
23 fevrier 2008 ,Devoluy,Devoluy ,SW,44.69833,5.94833,42,,,,RAS
20 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,SW,44.65054,6.79287,35,,,,Ras
23 fevrier 2008 ,Ecrins,Champsaur ,SW,44.7471,06.1226,50,,,,RAS
23 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,S,45.4991,06.4317,30,,,,aucune
20 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,NW,44.65054,6.79287,35,44.63779840619308,6.826343803278692,2266.6029143897995,Ras
23 fevrier 2008 ,Lauzière - Cheval Noir,Tarentaise ,E,45.47123,6.41270,50,,,,rien
23 fevrier 2008 ,Belledonne,Grésivaudan ,SW,45.28252,6.074538,45,,,,Rien de nouveau par rapport à la sortie du 17/02
23 fevrier 2008 ,Belledonne,Grésivaudan ,N,45.1870,5.8994,50,45.1759629507389,5.920524445812807,1723.5086206896551,RAS
16 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,SW,44.6694,6.7774,,,,,Ras
23 fevrier 2008 ,Belledonne,Grésivaudan ,SW,45.14037,5.88762,35,45.13198100000002,5.903794294117646,1917.5529411764705,RAS
23 fevrier 2008 ,Belledonne,Grésivaudan ,NW,45.43083,6.18167,42,,,,aucune
20 janvier 2008 ,Beaufortain,Tarentaise ,S,45.5914,06.7282,25,,,,Néant.
15 décembre 2007 ,Beaufortain,Tarentaise ,S,45.5914,06.7282,25,,,,Néant.
23 fevrier 2008 ,Ecrins,Champsaur ,SE,44.6867,06.2338,35,,,,ras
23 fevrier 2008 ,Belledonne,Maurienne ,S,45.29037,6.21708,30,,,,RAS
23 fevrier 2008 ,Belledonne,Grésivaudan ,T,45.14037,5.88762,,45.127787799171855,5.911200683229815,2078.1424507329207,RAS
23 fevrier 2008 ,Bornes - Aravis,Borne-Fier ,S,45.9774,06.4691,45,,,,néant
23 fevrier 2008 ,Bornes - Aravis,Borne-Fier ,E,46.0023,06.5043,45,,,,RAS
10 fevrier 2008 ,Queyras - Alpes Cozie N,Queyras ,T,44.7569,06.9926,35,,,,"peu de neige, seul risque toucher  les cailloux, sinon rien à signaler aucun danger !"
23 fevrier 2008 ,Taillefer - Matheysine,Matheysine et périphériques ,T,44.9728,05.8252,45,,,,rien de neuf
22 fevrier 2008 ,Ecrins,Champsaur ,SW,44.8265,06.1450,40,,,,aucune
22 fevrier 2008 ,Haut Giffre - Aiguilles Rouges,Faucigny ,S,46.10695,6.74479,45,,,,RAS
21 fevrier 2008 ,Taillefer - Matheysine,Matheysine et périphériques ,N,45.0101,05.8865,45,,,,"aucune, les versants sud du Taillefer sont déjà bien dégarnis."
21 fevrier 2008 ,Belledonne,Oisans ,E,45.20321,6.04034,35,,,,RAS
22 fevrier 2008 ,Belledonne,Grésivaudan ,N,45.1870,5.8994,50,45.1759629507389,5.920524445812807,1723.5086206896551,rien de particulier
21 fevrier 2008 ,Belledonne,Grésivaudan ,T,45.20444,5.94607,50,,,,RAS
22 fevrier 2008 ,Alpes Grées S,Tarentaise ,N,45.4497,07.0098,40,,,,Néant.
21 fevrier 2008 ,Beaufortain,Tarentaise ,T,45.5924,06.6708,35,,,,RAS
22 fevrier 2008 ,Chablais - Faucigny,Faucigny ,S,46.1613,06.5568,30,,,,"RAS pour l'instant, mais ça part quand même en boulettes dans le plus raide et là où ça n'a pas était skié."
17 fevrier 2008 ,Vercors,Vercors ,W,45.0198,05.5313,35,,,,Aucune
22 fevrier 2008 ,Bornes - Aravis,Val d'Arly ,SE,45.8649,06.4886,45,,,,"Nulle ce jour, couloir purgé."
22 fevrier 2008 ,Belledonne,Grésivaudan ,NW,45.23947,5.95131,30,,,,RAS
22 fevrier 2008 ,Belledonne,Grésivaudan ,N,45.2620,6.0481,35,45.249869843599974,6.051491963400001,2040.8326352573959,RAS
22 fevrier 2008 ,Belledonne,Grésivaudan ,SW,45.14037,5.88762,35,45.13198100000002,5.903794294117646,1917.5529411764705,RAS
22 fevrier 2008 ,Chartreuse,Chartreuse ,W,45.2890,5.7664,30,45.28643799865561,5.778759944152887,1639.8253968253969,Néant
21 fevrier 2008 ,Mont Blanc,Vallée de l'Arve ,T,45.9784,6.9266,40,,,,Néant
21 fevrier 2008 ,Beaufortain,Tarentaise ,T,45.5805,06.6526,40,,,,ras
