Id,Observateur,Pays,Massif,Sommet/secteur,itinéraire,Orientation,Date,Heure,Description,Decl a distance,Distance décl,Caractéristique,Dénivelé,Origine principale,Origine secondaire,Alti départ,Commentaire zone départ,Epaisseur rupture,Epaisseur max rupture,Longueur rupture,Ecoulement principal,Commentaire type écoulement,Alti arrivée,Commentaire zone arrivée,Qualite neige,Commentaire qualité neige,Commentaire qualité transportée,Risque MF,latitude,longitude
1525538048932,Bruno GAMBIEZ,France,Vanoise,Niélard - Niélard,Ruisseau de Flat Doray,SE,03/05/2018,,"Glissement d'une plaque de fond de gros volume, pour un écoulement descendu particulièrement bas pour l'époque, recouvrant un vieux dépôt existant.
L'avalanche est partie dans la nuit du 03 au 04 mai.

La fissuration avait commencé un mois avant le départ. - Enjeux : RD 117 (Zone de départ)",false,0,Plaque de fond,0,Réchauffement,,2400,,0,0,0,Dense,,1360,,Humide,,,Inconnu,45.431948,6.449161
1526764168385,Loubet  Remi,Etats-Unis,Alaska,,Denali,E,02/05/2018,,"[Lapin vivant, lapin content!]
Voici un petit récit qui m'occupe et qui permettra peut-être aux lapins des Alpes de comprendre les faits et circonstances de ce beau petit pépin.
Avec François et Nacho nous remontions un joli couloir dans un vallon glaciaire de Ruth Glacier dans le massif du Denali (Alaska). Le soleil nous accompagnait sur la partie basse lors du passages des rimayes, mais le haut était bien pris dans le brouillard.
À la sortie du passage le plus raide, peut être 50m sous ce que l'on supposait être le top du couloir, un gros woumf (effondrement d'une couche fragile dans le manteau) nous surprend. C'est très mauvais signe, dans ce cas là, on ne se pose pas de question, on redescend. Malheureusement nous étions sur une dalle rocheuse inclinée recouverte de 30cm de neige, endroit assez inadéquat pour chausser les skis, et surtout un endroit peu abrité des écoulements. Nous tentons donc de remonter encore 3m pour pouvoir nous décaler en rive gauche, j'attaque donc la manœuvre sous la surveillance des 2 compères. Je préviens Nacho juste après avoir passé la fissure du woumf, et là, patatra nouveau gros woumf... je regarde en bas savoir si quelque chose est parti sous mes pieds, mais apparemment le problème venait dans haut, c'est tout le sommet du couloir qui a cassé sur 40cm. Quoi qu'il en soit, avec la neige a mi-cuisses je n'aurai pas pu me décaler rapidement.
À partir de ce moment-là, la phase essorage de la machine à laver se met en route. Je réalise tout de suite que le passage raide m'a fait prendre énormément de vitesse, l'arrêt est impossible. Je me demande donc quelle solution m'attend:
- chute dans la rimaye
- ensevelissement dans le cône de déjection
- ou projection dans une crevasse du glacier, encore plus bas.
De longues secondes s'écoulent, je sais que la descente va se faire sur 600m, je tente de me mettre en boule, de cracher la neige, j'appréhende le moment ou tout va s'arrêter et la neige me comprimer.
Après quelques secondes de confusion, je réalise que je suis en surface sur le cône, j'expulse de la neige de ma bouche pleine se sang. Je cherche à siffler mais je ne parviens pas à ôter mes gants, impossible de bouger le bras droit. Alors je crie pour interpeller François ou Nacho, le brouillard ne me permet pas de voir le couloir. Pas de réponse... J'imagine le pire, ils sont enterrés, j'ouvre la veste et active le DVA en mode recherche, du sang s'écoule de partout. Pas de signal, je suis complètement désappointé, dans mon état je suis bien incapable de creuser de toute façons. C'est Nacho qui a le téléphone satellite, quelle solution reste t-il? Continuer la recherche DVA? Marcher/patauger jusqu'à trouver secours auprès des américains au camp?
Mon DVA capte un signal puis le perd, je lève les yeux... mais oui c'est Nacho qui émerge à skis du brouillard, suivi de François. Ils crient et me demande de bouger. Quel bonheur. Voilà des skieurs qui maîtrisent la notion d'abri!
Nacho tente de joindre les rescue, François m'enfile une doudoune et m'encorde pour descendre à skis au camp. Je mets le cerveau en mode off et descends en tentant de sentir les rayons du soleil qui apparaissent au passage de la zone crevassée.
Arrivé au camp, je me laisse un peu aller, j'ai froid mais je suis content. François et Nacho me réchauffent avec les duvets et les couvertures de survie. J'espère que l'hélico va passer au travers de la brume qui monte, je sais que le mauvais temps est annoncé, peut être pour une semaine... Je ne me vois pas dans l'igloo ou la tente pendant tout ce temps.
Finalement le B3 des rangers se pose à 100m de la tente, ici ça ne rigole pas: Même blessé, il faut réussir à monter, s'assoir, mettre la ceinture et le casque pour 45' de vol.
Je m'en tire avec un bras cassé, des multiples contusions au jambes, 12 points de suture sur le menton, et 2 os cassés dans la mâchoire qui me valent un petit rapatriement sans passeport. Les deux compères sont toujours là haut. 
Merci à l'assurance extension monde de la ffcam, au consulat de Boston, celui de San Francisco, mais surtout à François et Nacho pour le secours, et la franche rigolade sous la tempête.",false,0,,0,Alpiniste,,3200,,40,0,0,,,2420,,,,,Inconnu,63.01131,-150.912198
1525113288188,Presse Dauphiné Libéré,France,Mont Blanc,Aiguille du Midi,Glacier Rond,W,30/04/2018,,"""Accident mortel au niveau du glacier Rond, en face Ouest de l'aiguille du Midi, en fin de matinée. Une avalanche s'est déclenchée au passage d'un groupe de quatre skieurs français. Trois sont indemnes, mais le quatrième, un homme de 35 ans, est décédé.""",false,0,,0,Skieur rando.  descente,,0,,0,0,0,,,0,,,,,Inconnu,45.8761839279016,6.88312725276909
1524930524231,Duclos Alain,France,Haute Maurienne,Bonneval sur Arc,Ouille de la Jave,S,28/04/2018,12:00,"Encore des glissements de plaques de fond. Ici, surface modeste mais gros volume (forte épaisseur).",false,0,Plaque de fond,0,Réchauffement,,2440,,0,0,0,Dense,,2300,,Humide,,,Inconnu,45.398997,7.033823
1524683607222,Service des Pistes Bonneval-sur-Arc,France,Haute Maurienne,Bonneval sur Arc,Couloir de la Fontaine (pentes à droite orographique ; Belle Côte),N,25/04/2018,17:00,"Vaste plaque, gros volume mobilisé et installations atteintes. Le départ de la plaque serait dû au passage d'un skieur en amont (déclenchement d'une petite coulée de fonte). Piste et téléski débutants traversés. Heureusement, a ce moment de la fermeture du domaine skiable, l'avalanche n'a fait aucune victime.
Du déclenchement préventif a ensuite été réalisé, provoquant le départ d'autres plaques, parfois grosses (entre le couloir de la Fontaine proprement dit et la première plaque).
<a href=""https://www.facebook.com/dominique.cazenove/videos/10214048300272884/?sk=h_chr"">vidéo en direct ici</a>",false,0,,0,Skieur hors piste,Réchauffement,2120,,100,220,100,Dense,,1800,,Humide,,,3 - MARQUE,45.368568,7.058274
1524496970000,Vernet laurent ,France,Ecrins,,La blanche ,NE,23/04/2018,13:00:00,Avalanche de printemps. Réchauffement couverture nuageuse ,false,0,,0,Réchauffement,,2400,,0,0,0,,,1200,,,,,3 - MARQUE,44.858026350194,6.44957542419434
1524551925822,Coubat Grégory,France,Oisans,Pic de Combeynot,,NE,23/04/2018,,"Avalanche en plaque de fond partie spontanément, dans la journée. ",false,0,Plaque de fond,0,,,2660,,0,0,0,,,1729,,,,,3 - MARQUE,45.0165458191253,6.4304780960083
1524840409030,mb,France,Beaufortain,Têtes de Bellaval,Col des Tufs versant Sud-Est,S,23/04/2018,,"Avalanche spontanée qui s'est produite le ou les jours précédents notre passage, sur environ 100m de large. Iso 0° à 3200-4000 depuis plusieurs jours mais nuits claires sans vent, très léger regel en surface malgré tout et pourri en profondeur.



",false,0,,0,Réchauffement,,2560,,0,0,0,,,2100,,,,,Inconnu,45.7421859761893,6.75049561368707
1524247010317,Coubat Grégory,France,Haute Maurienne,Bonneval sur Arc - Buffettes,Buffettes,SE,20/04/2018,13:00,"Avalanche spontanée de grande ampleur. Départ ponctuel en coulée de fonte, puis déclenchement de plaques et mobilisation de gros volumes de neige. Écoulement descendu jusqu'en vallée. Inhabituel pour l'époque.
<a href=""https://youtu.be/e1E168zOLW4"">la vidéo de l'avalanche en direct ici</a> - Enjeux : RD 902 Bonneval - Bessans (Approché)",false,0,,0,Réchauffement,,3197,,0,0,0,Dense,,1775,,Humide,,,4 - FORT,45.364116,7.010002
1524249498901,Charon Clovis,France,Haute Maurienne,Dent Parrachée,Ruisseau de Bonne Nuit,S,20/04/2018,15:15,"Avalanche spontanée de très grande ampleur, descendue pour la 3 ème fois depuis le début de l'hiver. Exceptionnelle avec cette extension pour l'époque. Départ d’abord sous forme de coulées de fonte, ayant entrainé ensuite le déclenchement de plaques sur couche fragile, puis la mobilisation de gros volumes. 
ATTENTION : des écoulements d'avalanches pourront encore atteindre des altitudes tout à fait inattendues ces jours ci.

Quelques vidéo de Gilbert Pilloud (via Facebook) : 
<a href=""https://www.facebook.com/gilbert.pilloud/videos/pcb.1715143688551374/1715138935218516/?type=3&theater"">Vidéo 1</a>
<a href=""https://www.facebook.com/gilbert.pilloud/videos/pcb.1715143688551374/1715140788551664/?type=3&theater"">Vidéo 2</a>
<a href=""https://www.facebook.com/gilbert.pilloud/videos/pcb.1715143688551374/1715142651884811/?type=3&theater"">Vidéo 3</a>",false,0,,0,Réchauffement,,3250,,0,0,0,Dense,,1350,,,,,4 - FORT,45.284399,6.75967
1524342138810,Moreau Michel,France,Haute Tarentaise,Val d'Isère,Pont Saint Charles,N,20/04/2018,,Encore une de ces vastes plaques déclenchées par des purges survenues en amont. Heure incertaine : entre la soirée de vendredi et la fin de nuit.,false,0,,0,Réchauffement,,2170,,0,0,250,Dense,,2070,,Humide,,,4 - FORT,45.452266,7.038292
1524745373391,Coubat Grégory,France,Oisans,Lac du Chambon,RS 1091 ; Ruisseau de Malapresure,NE,20/04/2018,,"Avalanche d'une rare ampleur pour le secteur partie dans la nuit du jeudi au vendredi. Forêt débordée dans la zone d''écoulement et de dépôt.
Rappel de la menace constituée par les masses de neige encore exceptionnelles en altitude pour la saison. Les écoulements d'avalanches ont donc une puissance peu commune, qui leur permet d'atteindre les altitudes des fonds de vallées.",false,0,,0,Réchauffement,,2300,,0,0,0,Dense,,1091,,Humide,,,2 - LIMITE,45.023232,6.184022
1524125424470,Celine Terryn,France,Haute Tarentaise,Grande Motte,Face Sud,S,19/04/2018,,"Vaste avalanche de plaque partie naturellement en fin de nuit entre 18 au 19 avril. 
",false,0,,0,,,2900,,0,0,0,,,2450,,,,,2 - LIMITE,45.4042070650424,6.87056032531651
1524244190133,,France,Haute Maurienne,Pointe du Charbonnel,,N,19/04/2018,12:00,Belle avalanche avec aérosol.Départ peut-être provoqué par une chute de sérac (?),false,0,,0,Chute de sérac,,0,3300m envron,0,0,0,,,0,,,,,Inconnu,45.2876425100631,7.05507124405304
1524088071426,Service des Pistes  Tignes,France,Haute Tarentaise,Tignes - Paravalanche du Chardonnet,Bec Rouge - Chardonnet,E,18/04/2018,17:45,"Très vaste plaque déclenchée artificiellement, avec une ampleur rare pour le secteur.
<a href=""https://www.youtube.com/watch?v=fPysu6u2P4s&feature=share"">voir cette excellente vidéo en direct depuis drone, par flavio8333
</a> - Enjeux : RD 87a (Traversé)",false,0,,0,GAZEX,Réchauffement,2330,,0,0,200,Dense,,2085,,Humide,,,3 - MARQUE,45.46648,6.893107
1524316348186,Service des pistes Valloire,France,Maurienne,Valloire - Roche Olvéra,Col du Galibier,E,18/04/2018,16:15,"Déclenchement préventif avant travaux de déneigement vers le col du Galibier. Extension exceptionnelle.
<a href=""https://www.facebook.com/permalink.php?story_fbid=1995625217422231&id=100009243179051"">vidéo en direct ici, par TV8 Montblanc</a> - Enjeux : RD 902 Bonnenuit - Galibier (Atteint)",false,0,,0,Minage de corniche,Réchauffement,2580,,0,0,0,Dense,,1919,,Humide,,,4 - FORT,45.087472,6.422648
1524157928390,Robin Grison,France,Cerces,Mont Chaberton,par le col du Chaberton,E,18/04/2018,12:00,"Départ spontané survenu en fin de matinée (avant 13h). Très vaste avalanche sur au moins 300m de large, a traversé le chemin des Baisses, et est descendue jusqu'au torrent.",false,0,,0,Réchauffement,,2350,,0,0,0,Dense,,2000,,Humide,,,Inconnu,44.9505528250332,6.72896550542952
1524142552050,Presse Dauphiné Libéré,France,Mont Blanc,Aig des Grands Montets,Combe de la Pendant,W,18/04/2018,12:00,"Une avalanche s’est détachée mercredi 18 avril, aux alentours de midi, sous l’aiguille des Grands Montets, à Chamonix.

Dans la combe de la Pendant, en secteur ouest, tout près de la station de ski des Grands Montets, elle n’a pas impacté les pistes balisées et n’a pas fait de victime.

Les images publiées par la station sont impressionnantes. Elles ont été filmées après que cette coulée -d’environ 80 mètres de large pour une hauteur de 2,5 à 3 mètres et une longueur de 50 à 80 mètres- se soit déclenchée.

Localisation imprécise",false,0,,80,,,0,,2,3,80,Dense,,0,,,,,3 - MARQUE,45.9530268724905,6.94314608890913
1523991488071,Coubat Grégory,France,Briançonnais,Aiguillette du Lauzet,,SW,17/04/2018,,"Départ de plaque de neige humide provoqué par des purges en amont. Activité avalancheuse plutôt faible dans le secteur par ailleurs... pour l'instant.
Probablement en fin de matinée de ce jour, mais sans certitude.",false,0,,0,Réchauffement,,2450,,0,0,30,Dense,,2050,,Humide,,,2 - LIMITE,45.016919,6.479682
1523992903555,Coubat Grégory,France,Briançonnais,Col du Lautaret - Vallois,,SW,17/04/2018,,Départ spontané observé vers 13:00.  Semble partie peu avant. - Enjeux : RD 1091 (Approché),false,0,Plaque de fond,0,Réchauffement,,2275,,0,0,0,Dense,,1960,,Humide,,,Inconnu,45.045004,6.437904
1523972503999,Claude Jenkins,France,Chablais,Dent Blanche Occidentale,Pointes des Dents d'Odaz.,NW,17/04/2018,11:45:00,Coulée qui a coupé la trace de montée entre l'aller (10h) et le retour de la course (11h45). Partie d'une des pointes des Dents d'Odaz...,false,0,,0,Inconnue,,0,,0,0,0,Dense,,0,,Humide,,,2 - LIMITE,46.128833968821,6.79813653928761
1523912261455,Olivier DUCASTEL,France,Haute Tarentaise,Tignes,combe sud-est du rocher blanc ,W,16/04/2018,17:50,"Une des grosses avalanches signalées ce jour.
Attention à l'effet du puissant redoux en cours, avec encore d'importantes quantités de neige en altitude.

Photo de l'ensemble de l'avalanche par Thomas Rieu",false,0,Plaque de fond,0,Réchauffement,,2330,,0,0,0,Dense,,1550,,,,,3 - MARQUE,45.509258,6.906173
1523907004895,Le Dauphiné Libéré,Suisse,Jura,,Colomby de Gex par le chalet de Branveau,SE,15/04/2018,,"Avec le redoux, la montagne peut être dangereuse, même le Jura. Souvenez-vous de la coulée de neige qui avait causé la mort d’un randonneur à raquettes en 2008 au pied du Mont-Rond. Avec ses airs inoffensifs, le Jura peut être aussi dangereux que des sommets plus élevés.

Ce dimanche, lors de son entraînement sur les pentes du Jura, le Gessien Claude Maillard (vainqueur des Foulées de la Soie en 2013) a été surpris de constater qu’une impressionnante avalanche avait dévalé, dans la matinée, depuis le sommet de la falaise qui domine le chalet de Branveau, au pied du Colomby de Gex.

Avec la quantité de neige tombée cet hiver, d’imposantes plaques à vent se sont formées et, fragilisées par le réchauffement, elles se brisent pour s’écraser 300 mètres en contrebas. Des milliers de m³ de neige, de roche et de terre ont dévalé la pente.

Une grande partie du sentier qui permet d’accéder au sommet du Colomby de Gex a été entièrement recouvert de blocs de neige gelée dont certains de taille impressionnante, alors que la veille encore, des randonneurs empruntaient ce parcours.

Le Dauphiné Libéré - 16.04.2018 

Attention donc au risque d'autres plaques, tous le cirque de Branveau est dangereux avec le redoux s'accélérant cette semaine !

Plus de photo sur  <a href=""https://www.ledauphine.com/ain/2018/04/15/une-avalanche-balaie-les-pentes-au-pied-du-colomby-de-gex"" target=""_blank"">l'article du Dauphiné</a>
Localisation incertaine",false,0,,0,Vent,,1688,,0,0,0,,,1300,,,,,Inconnu,46.3221859447916,5.99535942077637
1523722458891,François Mettra,France,Haute Tarentaise,,Hors-piste du Vallonnet,W,13/04/2018,12:00,"Cassure d'environ 300 m de large et d'environ 1 m d'épaisseur ; accumulation due à la Lombarde et aux fortes chutes de neige ces derniers jours dans ce secteur.
<a href=""https://www.ledauphine.com/savoie/2018/04/13/une-skieuse-emportee-par-une-avalanche-a-val-d-isere"">Article du Dauphiné</a>",false,0,,0,Skieur hors piste,Neige,2550,,100,0,300,,,2450,,Sèche poudreuse,,,3 - MARQUE,45.4467459630243,7.04717866372502
1523738449299,TDL Savoie,France,Haute Maurienne,Bessans - Balme Noire,,W,13/04/2018,10:00,L'avalanche partie spontanément est arrivée à une dizaine de mètres de la chaussée. - Enjeux : RD 902 Bonneval - Bessans (Approché),false,0,Plaque de fond,0,,,2220,,0,0,0,Dense,,1750,,Humide,,,Inconnu,45.347159,7.035596
1523908858603,Presse Dauphiné Libéré,Italie,Piémont,Punta Mulatera,,E,13/04/2018,,"Vendredi, une impressionnante avalanche a barré la route ss25 (route nationale 25) sur le versant italien du col du Mont-Cenis, entre Suse et la frontière française, au niveau du hameau de San Martino.
 <a href=""https://www.laboratoriovalsusa.it/news/la-valanga-del-13-aprile-venaus-vista-da-un-drone"">Très belles images sur le lien suivant</a>

Vidéo sur le lien ci-dessous.",false,0,,0,,,0,,0,0,0,,,0,,,,,Inconnu,45.1658105795517,6.99971604077304
1523719805975,Christian Jacquier ,,Mont Joli,aig Croches,Col de Very,NW,12/04/2018,10:00:00,Plusieurs coulées spontanées de grande ampleur,false,0,Plaque de fond,0,Réchauffement,,0,,0,0,0,Dense,,0,,Humide,,,Inconnu,45.7976151798018,6.63237063173587
1523558765928,Conseil Départemental 05,France,Queyras,Ristolas - Combe Morelle,Combe Morelle,W,12/04/2018,20:00,"Une avalanche de grande ampleur vient d'être signalée. Elle aurait atteint la chaussée en fin de course, avec un dépôt important en amont.
Situation météo de retour d'Est en cours. - Enjeux : RD 947 (Atteint)",false,0,,0,Neige,,0,,0,0,0,,,1686,,,,,4 - FORT,44.763481,6.994662
1523372955408,Service des Pistes  Tignes,France,Haute Tarentaise,Tignes - Glattier,Route d'accès à Tignes,E,10/04/2018,16:00,"Avalanche spontanée du Glattier, a traversée RD87, dépôt sur la voie descendante hors tunnel et sur la voie montante au niveau des deux têtes de tunnel.
2 heures plus tard, une avalanche énorme sera déclenchée artificiellement (voir fiche suivante) - Enjeux : RD 87a (Traversé)",false,0,Plaque de fond,0,,,2230,,150,300,0,Dense,,1930,dépôt d’une hauteur de 5 à 7 m sur la route,Humide,,,3 - MARQUE,45.4808363602213,6.92410111427307
1523398098020,Coubat Grégory,France,Haute Tarentaise,Tignes - Glattier,Glattier,SE,10/04/2018,18:15,"Avalanche d'ampleur exceptionnelles pour le secteur. Résultat de déclenchement préventif pour la sécurisation de la route d'accès à Tignes, après qu'une avalanche spontanée ait atteint la chaussée, 2 heures auparavant.
Illustre les volumes très importants mobilisables par les avalanches que nous redoutons ce printemps.
Plusieurs vidéos :
<a href=""https://www.facebook.com/pisteurval/videos/1846017005472804/"">En direct</a>
<a href=""https://www.facebook.com/yqueffeulou/posts/1978559632185702/"">En direct, une autre</a>
<a href=""https://youtu.be/AYHu8xccKsM"" target=""_blank"">Après l'avalanche</a>
<a href=""https://youtu.be/2RY3GeZ4Sis"" target=""_blank"">Déneigement</a>
<a href=""http://www.radiovaldisere.com/index.php?p=photos#"">de très bonnes images sur le site de Val d'Isère</a> - Enjeux : RD 87a (Traversé)",false,0,,0,Grenadage à main,,2225,,80,150,270,Dense,,1830,,,"Plusieurs couches fragiles et humides enfouies. Actives aussi au ""test de compression"".",,3 - MARQUE,45.482282,6.917022
1523287757850,Laurent Perier-Muzet,France,Haute Maurienne,Ouille Allegra,,NW,09/04/2018,14:52,"Une première plaque de fond (vers 2000m) d'une dizaine de mètres de largeur part vers 14h35. 
14h52, une grosse plaque au-dessus part et termine en bas de la gorge des Sétives. Largeur : environ 50 mètres. Hauteur maximale de cassure environ 1m50.
Ecoulement dense.
",false,0,Plaque de fond,0,Réchauffement,,2050,,0,0,50,Dense,,1800,,,,,4 - FORT,45.3313349613005,7.0305258462263
1523270774198,Claude BARDOU,France,Mont Blanc,Mont Joly,,N,09/04/2018,11:15,rupture de corniche et plaque de fond de grosse épaisseur. ,false,0,,0,,,2000,,0,0,0,,,0,,,,,4 - FORT,45.8404698526645,6.69192854083209
1523355310420,Cédric Alonso,France,Beaufortain,,Col du Coin,SE,08/04/2018,06:20,Départ spontané de neige lourde,false,0,,0,Réchauffement,,2150,,0,0,0,,,2100,,,,,Inconnu,45.6212467995772,6.6101562219695
1523198820956,Marc-Henri Girollet,France,Maurienne,Mont Falcon,,NW,08/04/2018,08:00:00,Petites Plaques de fond dues au réchauffement,false,0,,0,Réchauffement,,0,,0,0,0,,,0,,,,,3 - MARQUE,45.18173434456,6.27044677734375
1523222462140,Conseil Départemental 38,France,Matheysine,Notre Dame de La Salette,Côte Rouge - RD 212,SE,08/04/2018,10:00,"Plaque de fond Isolée et épaisse, dont l'écoulement a traversé la route d'accès au sanctuaire.
Attention : phénomène particulièrement fréquent et redoutable cette saison.",false,0,Plaque de fond,0,Réchauffement,,1880,,160,220,70,Dense,,1560,,Humide,,,3 - MARQUE,44.855679,5.955284
1523254636774,Nicolas Bouin,France,Mont Thabor,,Col de la Vallée Étroite depuis Valfréjus ,S,08/04/2018,,Plaque de fond partie entre vendredi matin et dimanche après-midi. Gros dépôt (avec arbres déracinés) dans le vallon sous la prise d'eau de la Losa. Cela descendait encore quand on est passé dimanche 13h. Tout n'est pas parti.,false,0,,0,Réchauffement,,2200,,0,0,0,,,2050,,,,,Inconnu,45.1460545265567,6.62315799294447
1523118344250,Duclos Alain,France,Maurienne,Mont Charvin - Mont Charvin,Tunnel des 4 Jarriens,E,07/04/2018,15:20,"Une première plaque déclenchée préventivement semble à l'origine d'une seconde, partie quelques minutes plus tard jusqu'au terrain - Enjeux : RD 926 Arvan (Traversé)",false,0,Plaque de fond,0,Grenadage hélico,,2150,,0,0,0,Dense,,900,,Humide,,,3 - MARQUE,45.217281,6.290086
1523178093924,Clément Guillot ,France,Vercors,Pas de l'Oeille,,W,07/04/2018,,Je suis monté vendredi matin au sommet du kv de Villard. Pas de coulée. Ce matin(dimanche) coulée. Donc date pas précise entre vendredi après-midi et samedi après-midi. ,false,0,Plaque de fond,0,,,0,,0,0,0,,,0,,,,,3 - MARQUE,45.0193974229653,5.57895183563233
1523128024174,Aussois Service des Pistes,France,Vanoise,Aussois,Domaine skiable - hors pistes,SE,07/04/2018,09:06,"Une des plaques de multiples plaques de fond parties spontanément ce jour.Paradoxalement, aussi des déclenchement préventifs négatifs dans des pentes raides chargées et très humidifiées (Apolonie)",false,0,Plaque de fond,0,Réchauffement,,2040,,130,0,40,Dense,,0,,Humide,,,3 - MARQUE,45.243641,6.736255
